2018iri
Match Key,Red 1,Red 2,Red 3,Blue 1,Blue 2,Blue 3,Red DP,Blue DP,Prediction,Blue Win %,Winner,Correct,Component Brier Score
2018iri_qm63,3707,234,3538,2614,5254,1746,97.99700811400103,74.44880766167724,RED,0.06232231244501406,BLUE,False,0.8792394457384658
2018iri_qm64,3641,1533,1024,494,133,1102,91.37017979697518,92.34124252322974,BLUE,0.5279203572738691,RED,False,0.2786999036241696
2018iri_qm65,67,225,1706,20,2791,3452,100.4533554378462,86.3662374918622,RED,0.16495135212174325,BLUE,False,0.6973062443233048
2018iri_qm66,33,6800,3847,359,829,2834,79.37380272701304,89.14642063522308,BLUE,0.7549361182616394,RED,False,0.569928542655952
2018iri_qm67,88,2337,865,245,1619,2056,88.70841174691367,96.17748955257994,BLUE,0.7026417168467454,BLUE,True,0.08842194855985115
2018iri_qm68,1741,868,1710,4265,302,708,83.54701970415319,77.31038874582578,RED,0.32782943359818456,BLUE,False,0.4518132703369373
2018iri_qm69,624,1218,2826,3940,5406,319,82.6577395479878,92.92050264916229,BLUE,0.7652253533728541,BLUE,True,0.055119134698901215
2018iri_qm70,118,217,2771,2363,4499,2451,99.56903431728841,74.51226539926002,RED,0.05291173581815904,RED,True,0.0027996517872906543
2018iri_qm71,1731,2013,3847,384,3452,1746,82.83669753273884,82.59239876123608,RED,0.49296897962656455,BLUE,False,0.2570804556209271
2018iri_qm72,1102,4967,88,6800,4028,3707,81.4381714192847,81.44419161265164,BLUE,0.5001732750868589,BLUE,True,0.24982675493739678
2018iri_qm73,494,1720,4587,1747,1640,868,76.59984135458014,93.35954390908327,BLUE,0.8731976173125859,BLUE,True,0.016078844255205404
2018iri_qm74,1218,5254,2791,133,4265,865,79.7390383070215,84.89721077500691,BLUE,0.6442495276424416,RED,False,0.4150574538675091
2018iri_qm75,2826,1619,469,3641,195,1710,77.78092149524059,88.92508431965526,BLUE,0.782963265920334,BLUE,True,0.04710494393996763
2018iri_qm76,4944,2590,1024,624,4499,2614,90.89148338501425,84.50020534636414,RED,0.3239181962792431,RED,True,0.10492299788079827
2018iri_qm77,2363,67,2056,2168,2451,829,97.4313724998996,82.78383104539748,RED,0.15625506566014505,RED,True,0.02441564554445624
2018iri_qm78,217,2337,5406,225,694,33,103.51311416514618,98.93696062769462,RED,0.37125207405543137,RED,True,0.1378281024904595
2018iri_qm79,319,245,2481,340,1806,359,89.32057577003314,89.96581138956108,BLUE,0.5185628384424767,RED,False,0.26890741741351826
2018iri_qm80,234,2468,20,708,1533,2771,81.56889572729435,85.09122325966679,BLUE,0.6000138803979583,BLUE,True,0.1599888958742988
2018iri_qm81,118,3478,302,3538,2655,1706,92.19943127659715,90.91092939651921,RED,0.462981795127021,RED,True,0.21435214261903882
2018iri_qm82,1741,2834,2363,3357,3940,494,86.07014823140636,92.24037548364633,BLUE,0.6704837207615043,BLUE,True,0.10858097828318226
2018iri_qm83,2168,1640,2791,1710,1024,5406,86.38281486535962,83.74233778587758,RED,0.42458088095399804,BLUE,False,0.33110716256367695
2018iri_qm84,829,3452,868,4028,1619,2614,92.13076727584021,91.12217423357623,RED,0.47100293326049864,BLUE,False,0.2798378966189965
2018iri_qm85,2056,1720,694,4499,2826,234,88.68078701510711,75.13249760741814,RED,0.17367470734192803,RED,True,0.03016290397030435
2018iri_qm86,1731,359,67,2013,3538,4265,100.14387292775382,79.82095314871148,RED,0.087882942321904,BLUE,False,0.8319575269073471
2018iri_qm87,3847,4944,3940,118,4587,1806,80.06019695178247,86.45863076929649,BLUE,0.6762621944344228,RED,False,0.45733055562126107
2018iri_qm88,2468,225,384,1741,88,340,91.87253741267808,87.11998808756042,RED,0.3665241507562312,RED,True,0.13433995308757649
2018iri_qm89,2834,865,1102,2771,1706,2481,88.4946625116236,87.66932430304192,RED,0.47626271426586764,BLUE,False,0.2743007444681562
2018iri_qm90,2590,1747,708,1218,3641,6800,91.22821314982366,81.11243558936035,RED,0.23782847091657314,RED,True,0.05656238157851527
2018iri_qm91,319,195,3707,217,3478,33,102.10416089246945,95.67498469022796,RED,0.3229634142575811,RED,True,0.10430536694891396
2018iri_qm92,2655,2451,1533,245,1746,4967,85.89545522353612,73.7153056884725,RED,0.19745273083673076,RED,True,0.03898758091488245
2018iri_qm93,133,624,3357,2337,302,469,99.8742135376966,84.92326130706851,RED,0.15170482246358755,BLUE,False,0.7196047082315336
2018iri_qm94,5254,1806,2168,20,88,1731,80.34975525973279,85.52261961833031,BLUE,0.6446371036796098,BLUE,True,0.1262827880812164
2018iri_qm95,708,340,2826,1619,4499,2834,77.50191536520634,86.52323773856953,BLUE,0.7385832835679154,RED,False,0.5455052667659637
2018iri_qm96,225,494,118,1720,2481,2013,100.3946538078828,72.56546474425724,RED,0.039017205318230636,RED,True,0.0015223423108449649
2018iri_qm97,868,6800,3940,865,3707,2655,78.68023455405059,90.77227327628333,BLUE,0.8009348428947223,BLUE,True,0.0396269367733489
2018iri_qm98,217,1706,4028,3847,4265,2337,91.4748897716284,83.61321673455052,RED,0.2880018197149861,RED,True,0.08294504815914337
2018iri_qm99,3452,694,1533,302,319,2590,95.16047533693909,99.25549260785155,BLUE,0.6157283818299396,BLUE,True,0.14766467653103668
2018iri_qm100,1747,195,5254,2451,2791,133,90.19937185581293,87.74621491559441,RED,0.4298580982655764,RED,True,0.18477798464449796
2018iri_qm101,1102,384,2614,1710,245,2363,89.0483482824859,73.53231376129209,RED,0.14352087014134843,RED,True,0.020598240166129798
2018iri_qm102,1640,2056,20,624,33,4967,91.36828266664781,88.70443937817502,RED,0.4239237827115951,RED,True,0.1797113735485077
2018iri_qm103,3357,1746,2468,4587,67,1218,82.16785780152335,89.1239288637841,BLUE,0.6901556926480868,BLUE,True,0.09600349479838682
2018iri_qm104,5406,3478,3641,359,4944,234,94.97663837483614,87.46191922781128,RED,0.2962615654097777,RED,True,0.087770915139052
2018iri_qm105,3538,2771,469,1741,1024,829,86.27813022190367,85.46746789410507,RED,0.4766841848405614,RED,True,0.2272278120771105
2018iri_qf1m1,2168,195,2056,3538,2655,1533,100.10847140061134,93.81214374107915,RED,0.3263167497968644,RED,True,0.10648262119798942
2018iri_qf2m1,33,5406,2337,118,2614,1747,98.45666558346477,95.42141927342298,RED,0.4135168570921483,BLUE,False,0.34396247691507154
2018iri_qf3m1,1619,319,2481,225,2590,1024,95.61310469638866,100.16504650570818,BLUE,0.6280970285353625,BLUE,True,0.13831182018422694
2018iri_qf4m1,4028,3707,217,1706,302,3357,96.91114007367699,94.25920592528647,RED,0.42425865488371073,RED,True,0.17999540624373556
2018iri_qf1m2,2168,195,2056,3538,67,1533,100.10847140061134,101.92190935092974,BLUE,0.5520061689666763,RED,False,0.3047108105772668
2018iri_qf2m2,33,5406,2337,118,2614,1747,98.45666558346477,95.42141927342298,RED,0.4135168570921483,RED,True,0.1709961910993682
2018iri_qf3m2,1619,319,2481,225,2590,1024,95.61310469638866,100.16504650570818,BLUE,0.6280970285353625,BLUE,True,0.13831182018422694
2018iri_qf4m2,4028,3707,217,2771,302,3357,96.91114007367699,96.16652113455514,RED,0.47858126006324087,BLUE,False,0.2718775023572377
2018iri_qf2m3,33,5406,2337,118,2614,4587,98.45666558346477,88.69525955533312,RED,0.24530277094485606,BLUE,False,0.5695679075435124
2018iri_qf4m3,4028,3707,217,2771,302,3357,96.91114007367699,96.16652113455514,RED,0.47858126006324087,BLUE,False,0.2718775023572377
2018iri_sf1m1,2168,195,2056,118,2614,4587,100.10847140061134,88.69525955533312,RED,0.21181917523131713,RED,True,0.04486736299567543
2018iri_sf2m1,225,2590,1024,2771,302,3357,100.16504650570818,96.16652113455514,RED,0.38690345076707294,RED,True,0.14969428021546885
2018iri_sf1m2,2168,195,2056,118,2614,4587,100.10847140061134,88.69525955533312,RED,0.21181917523131713,RED,True,0.04486736299567543
2018iri_sf2m2,225,2590,1024,2771,1706,3357,100.16504650570818,93.94803985872144,RED,0.3283274874894077,RED,True,0.10779893904110717
2018iri_f1m1,2168,195,2056,225,2590,1024,100.10847140061134,100.16504650570818,BLUE,0.5016283566634632,RED,False,0.2516310082088866
2018iri_f1m2,2168,195,2056,225,2590,1024,100.10847140061134,100.16504650570818,BLUE,0.5016283566634632,BLUE,True,0.24837429488196028
2018iri_f1m3,2168,195,2056,225,2590,1024,100.10847140061134,100.16504650570818,BLUE,0.5016283566634632,RED,False,0.2516310082088866
Average,,,,,,,,,,,% Correct->,0.6475409836065574,0.22051776960413844,<-Brier Score

Predicted Rankings
Rank,Team,Proj. Wins,Proj. Losses,Proj Win %,Real Wins,Real Losses,Real Ties,Real Win %
1,frc225,15,1,0.9375,5,4,0,0.5555555555555556
2,frc2590,14,2,0.875,6,3,0,0.6666666666666666
3,frc2056,12,4,0.75,9,0,0,1.0
4,frc67,10,0,1.0,5,4,0,0.5555555555555556
5,frc217,10,2,0.8333333333333334,7,2,0,0.7777777777777778
6,frc1024,10,6,0.625,6,3,0,0.6666666666666666
7,frc4028,9,3,0.75,7,2,0,0.7777777777777778
8,frc5406,9,3,0.75,6,3,0,0.6666666666666666
9,frc195,9,7,0.5625,8,1,0,0.8888888888888888
10,frc2834,8,1,0.8888888888888888,2,7,0,0.2222222222222222
11,frc2337,8,4,0.6666666666666666,5,4,0,0.5555555555555556
12,frc3707,8,4,0.6666666666666666,6,3,0,0.6666666666666666
13,frc133,7,2,0.7777777777777778,3,6,0,0.3333333333333333
14,frc868,7,2,0.7777777777777778,3,6,0,0.3333333333333333
15,frc319,7,4,0.6363636363636364,8,1,0,0.8888888888888888
16,frc3538,7,4,0.6363636363636364,5,4,0,0.5555555555555556
17,frc33,7,5,0.5833333333333334,6,3,0,0.6666666666666666
18,frc118,7,7,0.5,5,4,0,0.5555555555555556
19,frc3357,7,7,0.5,4,5,0,0.4444444444444444
20,frc1102,6,3,0.6666666666666666,4,5,0,0.4444444444444444
21,frc1806,6,3,0.6666666666666666,5,4,0,0.5555555555555556
22,frc20,6,3,0.6666666666666666,5,4,0,0.5555555555555556
23,frc359,6,3,0.6666666666666666,3,6,0,0.3333333333333333
24,frc2655,6,4,0.6,5,4,0,0.5555555555555556
25,frc1533,6,5,0.5454545454545454,5,4,0,0.5555555555555556
26,frc1619,6,5,0.5454545454545454,6,3,0,0.6666666666666666
27,frc1747,6,5,0.5454545454545454,4,5,0,0.4444444444444444
28,frc2771,6,7,0.46153846153846156,7,2,0,0.7777777777777778
29,frc2614,6,8,0.42857142857142855,7,2,0,0.7777777777777778
30,frc2168,6,10,0.375,3,6,0,0.3333333333333333
31,frc1640,5,4,0.5555555555555556,4,5,0,0.4444444444444444
32,frc2791,5,4,0.5555555555555556,5,4,0,0.5555555555555556
33,frc3452,5,4,0.5555555555555556,3,6,0,0.3333333333333333
34,frc384,5,4,0.5555555555555556,6,3,0,0.6666666666666666
35,frc3847,5,4,0.5555555555555556,4,5,0,0.4444444444444444
36,frc494,5,4,0.5555555555555556,4,5,0,0.4444444444444444
37,frc624,5,4,0.5555555555555556,3,6,0,0.3333333333333333
38,frc865,5,4,0.5555555555555556,5,4,0,0.5555555555555556
39,frc1706,5,6,0.45454545454545453,5,4,0,0.5555555555555556
40,frc1731,4,5,0.4444444444444444,3,6,0,0.3333333333333333
41,frc2468,4,5,0.4444444444444444,2,7,0,0.2222222222222222
42,frc340,4,5,0.4444444444444444,3,6,0,0.3333333333333333
43,frc3641,4,5,0.4444444444444444,5,4,0,0.5555555555555556
44,frc4944,4,5,0.4444444444444444,5,4,0,0.5555555555555556
45,frc5254,4,5,0.4444444444444444,5,4,0,0.5555555555555556
46,frc694,4,5,0.4444444444444444,6,3,0,0.6666666666666666
47,frc4587,4,8,0.3333333333333333,3,6,0,0.3333333333333333
48,frc1218,3,6,0.3333333333333333,4,5,0,0.4444444444444444
49,frc1710,3,6,0.3333333333333333,5,4,0,0.5555555555555556
50,frc1741,3,6,0.3333333333333333,1,8,0,0.1111111111111111
51,frc234,3,6,0.3333333333333333,2,7,0,0.2222222222222222
52,frc3940,3,6,0.3333333333333333,4,5,0,0.4444444444444444
53,frc4265,3,6,0.3333333333333333,3,6,0,0.3333333333333333
54,frc469,3,6,0.3333333333333333,6,3,0,0.6666666666666666
55,frc708,3,6,0.3333333333333333,5,3,0,0.5555555555555556
56,frc829,3,6,0.3333333333333333,1,8,0,0.1111111111111111
57,frc88,3,6,0.3333333333333333,5,4,0,0.5555555555555556
58,frc2481,3,8,0.2727272727272727,6,3,0,0.6666666666666666
59,frc302,3,10,0.23076923076923078,7,2,0,0.7777777777777778
60,frc2363,2,7,0.2222222222222222,2,7,0,0.2222222222222222
61,frc245,2,7,0.2222222222222222,4,5,0,0.4444444444444444
62,frc2451,2,7,0.2222222222222222,4,5,0,0.4444444444444444
63,frc3478,2,7,0.2222222222222222,5,4,0,0.5555555555555556
64,frc4967,2,7,0.2222222222222222,3,6,0,0.3333333333333333
65,frc6800,2,7,0.2222222222222222,3,6,0,0.3333333333333333
66,frc1720,1,8,0.1111111111111111,2,7,0,0.2222222222222222
67,frc2013,1,8,0.1111111111111111,2,7,0,0.2222222222222222
68,frc2826,1,8,0.1111111111111111,4,5,0,0.4444444444444444
69,frc4499,1,8,0.1111111111111111,2,7,0,0.2222222222222222
70,frc1746,0,9,0.0,3,6,0,0.3333333333333333
