Match,Red1,Red2,Red3,RedDP,Blue1,Blue2,Blue3,BlueDP,Pred,Result,Correct?,Brier
2019hop_qm1,frc6885,frc6485,frc2992,141.34802443457852,frc6934,frc2158,frc2046,170.09029158068034,0.6834240847381271,
2019hop_qm2,frc2976,frc4499,frc1072,161.3638493819652,frc5803,frc2438,frc4013,124.2961433495827,0.27042648455039486,
2019hop_qm3,frc7461,frc4020,frc7121,122.87274744726028,frc4910,frc1899,frc691,146.70925935456341,0.6543474989439608,
2019hop_qm4,frc6988,frc4550,frc1671,151.72269748093822,frc7607,frc6704,frc7447,56.233583100086875,0.07198106964644148,
2019hop_qm5,frc6506,frc6907,frc4192,123.47372805855574,frc7787,frc6838,frc3946,91.94896452079922,0.3006821252322453,
2019hop_qm6,frc1987,frc6064,frc7635,115.09249315381402,frc4043,frc1311,frc5887,143.98159560424148,0.6842740521090172,
2019hop_qm7,frc6413,frc6919,frc5013,118.51256303639104,frc7433,frc3476,frc3824,151.43076284142472,0.7071039579653771,
2019hop_qm8,frc6814,frc5700,frc2714,142.9482997489535,frc3616,frc7443,frc832,137.68573265317173,0.4648328468278555,
2019hop_qm9,frc2441,frc4183,frc1477,125.53031222577938,frc59,frc7427,frc3635,153.00051640846183,0.6760097298639091,
2019hop_qm10,frc2637,frc2710,frc5022,99.10712527426577,frc1425,frc3663,frc2357,123.83429117600896,0.6597210124802414,
2019hop_qm11,frc3794,frc4063,frc3834,126.38147868116356,frc4087,frc744,frc2122,152.29608129556482,0.6668214810925813,
2019hop_qm12,frc1671,frc7787,frc3735,103.210353422086,frc2992,frc1987,frc7451,151.3827204846826,0.7841097414937126,
2019hop_qm13,frc6064,frc2046,frc7461,162.20340563465302,frc4499,frc6988,frc4192,144.4810441187816,0.3835510337055969,
2019hop_qm14,frc1899,frc1311,frc7433,138.38205793903964,frc4013,frc3616,frc6506,96.64483644757593,0.24647853298420364,
2019hop_qm15,frc7635,frc6814,frc3476,104.64483644757593,frc4910,frc6885,frc2710,126.82077336713229,0.6442237253583225,
2019hop_qm16,frc5887,frc5022,frc7447,104.25309259402252,frc5803,frc7427,frc744,135.65189217989237,0.6986082359206656,
2019hop_qm17,frc6919,frc4087,frc2158,141.66031005412745,frc2441,frc832,frc6934,147.14914063288956,0.5366738439258967,
2019hop_qm18,frc2357,frc2438,frc3635,116.40630710458137,frc3834,frc5700,frc7607,96.76844471636018,0.3714995843366434,
2019hop_qm19,frc1072,frc6704,frc5013,123.72513616768019,frc6838,frc4020,frc3794,147.73732960138997,0.6554106023166245,
2019hop_qm20,frc2122,frc1477,frc1425,169.81749863181744,frc3735,frc6413,frc6907,95.80885482156476,0.1211563039749914,
2019hop_qm21,frc59,frc4043,frc3663,164.69368933081861,frc4063,frc2714,frc7121,165.05634006807446,0.5024274058754815,
2019hop_qm22,frc2976,frc3824,frc4183,129.9696668416698,frc691,frc7451,frc2637,87.36321099074695,0.24218164078321575,
2019hop_qm23,frc4499,frc7443,frc4550,113.70694620745851,frc3946,frc6485,frc5887,126.80787457452638,0.5868036758504757,
2019hop_qm24,frc7635,frc1671,frc4192,108.48348280552355,frc5803,frc7461,frc2441,98.38665023411544,0.4328248372730342,
2019hop_qm25,frc6064,frc3616,frc3735,128.20303736186014,frc4087,frc3476,frc6907,164.57185278769757,0.7258658403039806,
2019hop_qm26,frc7427,frc6413,frc832,120.28349979682214,frc6885,frc6506,frc6704,54.54746592027799,0.14678624516677619,
2019hop_qm27,frc3834,frc4910,frc6838,185.65732436988694,frc5022,frc59,frc2714,163.2621825691446,0.3544322338331176,
2019hop_qm28,frc7787,frc2438,frc691,71.01950949393566,frc7443,frc4043,frc2710,113.10735407976136,0.755260856825556,
2019hop_qm29,frc4063,frc7451,frc2976,141.06749224955732,frc2158,frc1477,frc5700,124.60263689689543,0.3915422437128747,
2019hop_qm30,frc3635,frc4013,frc7433,147.18491743820428,frc4550,frc6934,frc1425,130.8890341520717,0.3926205785051704,
2019hop_qm31,frc2046,frc3663,frc6919,207.30787146945823,frc1987,frc3946,frc4020,159.43320152816668,0.21724259277002522,
2019hop_qm32,frc1899,frc2122,frc2357,117.16505778906031,frc4183,frc2992,frc5013,166.82006800823615,0.7907538502562794,
2019hop_qm33,frc7607,frc2637,frc6485,97.87598086092085,frc6814,frc3794,frc7447,87.01707080719369,0.42782292761878316,
2019hop_qm34,frc744,frc3824,frc1311,123.65173270507505,frc6988,frc1072,frc7121,147.29556486861816,0.6531797582054573,
2019hop_qm35,frc1671,frc4087,frc4499,164.35777918154633,frc7433,frc7427,frc5700,133.85461795812887,0.30646479398792614,
2019hop_qm36,frc4020,frc59,frc2976,184.14002102884615,frc3635,frc6064,frc3946,149.01456325102794,0.280807914407226,
2019hop_qm37,frc6907,frc4043,frc2441,143.72648412620373,frc5022,frc6885,frc832,127.77690627327178,0.39483387283843707,
2019hop_qm38,frc6934,frc7443,frc4063,121.76275950501608,frc1899,frc6413,frc2710,67.05396280112355,0.18773629714759754,
2019hop_qm39,frc6814,frc3834,frc4183,127.54705504998309,frc5887,frc6988,frc2158,116.39108486479108,0.425877099015147,
2019hop_qm40,frc3824,frc2046,frc3794,151.8793156500334,frc1425,frc6506,frc5803,143.77880152764922,0.4459902606668933,
2019hop_qm41,frc691,frc7447,frc6919,122.42738594280289,frc2357,frc3735,frc2992,128.22010816905382,0.5386964033069311,
2019hop_qm42,frc7451,frc4910,frc1072,171.94308519756652,frc6704,frc6485,frc2122,142.4420486153216,0.31219701542119205,
