2018iri
Match Key,Red 1,Red 2,Red 3,Blue 1,Blue 2,Blue 3,Red DP,Blue DP,Prediction,Blue Win %,Winner,Correct,Component Brier Score
2018iri_qm1,2834,2337,1218,2013,3707,1640,70.91222058402288,81.29766675690557,BLUE,0.7387944118422007,RED,False,0.5458171829692633
2018iri_qm2,694,1706,1619,3940,384,359,87.81580434635929,71.34330253147348,RED,0.16123040597257438,RED,True,0.025995243810081146
2018iri_qm3,4587,4265,3452,1024,2826,88,73.48553016533609,68.61780704581592,RED,0.3805252464701761,BLUE,False,0.38374897026083615
2018iri_qm4,2791,2590,829,3478,1102,1731,82.0058842550639,75.58263652356285,RED,0.34455815010945007,BLUE,False,0.4296040185879461
2018iri_qm5,4967,1741,865,319,118,1747,63.98816701641829,95.20533724767677,BLUE,0.9579213700536587,RED,False,0.9176133512054786
2018iri_qm6,1746,2771,133,868,2056,5406,74.79240933871286,99.11271913609076,BLUE,0.91944014286332,BLUE,True,0.006489890581882294
2018iri_qm7,2614,3357,1533,195,3847,2168,101.43117399614165,80.89163230819666,RED,0.11342109643222392,RED,True,0.012864345115887839
2018iri_qm8,2481,2363,234,2655,624,4028,64.65656323261315,76.04153099790645,BLUE,0.7576385822961801,BLUE,True,0.058739056791405474
2018iri_qm9,469,33,494,1806,708,2451,76.41970928598761,73.1044545081961,RED,0.417778858719694,RED,True,0.17453917479313005
2018iri_qm10,1710,3538,1720,6800,2468,217,64.04820174566385,60.07533264168218,RED,0.4018570263092865,RED,True,0.16148906959414258
2018iri_qm11,302,3641,4499,225,20,245,74.66716580597706,71.78114124064174,RED,0.428266616573474,RED,True,0.183412294871291
2018iri_qm12,1533,67,5254,2337,340,4944,89.2241223994853,74.33413300384359,RED,0.18382080954125635,RED,True,0.03379009002040284
2018iri_qm13,4967,868,195,1706,1218,384,84.03425912179293,73.16541764103674,RED,0.2519751448201589,RED,True,0.06349147360714007
2018iri_qm14,2451,4587,2771,359,2590,624,76.9897675838599,94.06435145013238,BLUE,0.8467555244491245,RED,False,0.7169949181851119
2018iri_qm15,4028,319,708,1640,1746,118,74.06473605720035,82.96051637051133,BLUE,0.7090094114177443,RED,False,0.5026943454789362
2018iri_qm16,1720,3452,245,2834,469,2791,65.51141601086695,64.36374087288365,RED,0.471307430983979,BLUE,False,0.27951583253276013
2018iri_qm17,217,2655,2826,67,20,1102,79.40286485319943,74.82433729975509,RED,0.38737320271114206,RED,True,0.15005799817868756
2018iri_qm18,2614,5406,340,494,865,302,90.04217574947461,85.11934570240847,RED,0.37922563398286613,BLUE,False,0.3853608135039745
2018iri_qm19,1619,2363,1024,694,5254,2468,72.27438996508144,65.30194344762555,RED,0.3322495190303277,RED,True,0.11038974289588407
2018iri_qm20,4265,3707,2168,234,3847,1747,78.34434390653416,66.15653358847217,RED,0.22790989870890158,RED,True,0.05194292192950178
2018iri_qm21,829,3940,4499,88,1710,2481,58.72363822389947,71.49129079087237,BLUE,0.7821432687841414,BLUE,True,0.04746155533605885
2018iri_qm22,6800,1731,1741,33,133,4944,57.95271402443471,74.71079527230941,BLUE,0.8425986262088137,BLUE,True,0.024775192471352764
2018iri_qm23,3641,2013,3357,3538,2056,1806,84.09138405643085,94.80096801835035,BLUE,0.7450078706570267,BLUE,True,0.06502098602686364
2018iri_qm24,3478,1746,624,5254,2834,225,74.74949494602427,78.19058107832417,BLUE,0.5852820883814268,RED,False,0.3425551229801243
2018iri_qm25,1218,708,245,1024,217,3847,62.49691255761353,75.91136638229956,BLUE,0.7929751589618351,BLUE,True,0.04285928480687744
2018iri_qm26,20,829,4265,340,2451,694,60.929257462612576,84.46885153510853,BLUE,0.91345780992502,BLUE,True,0.007489550662973964
2018iri_qm27,88,2363,302,195,1640,4944,66.78819216263219,82.01692629755533,BLUE,0.8212126608416196,BLUE,True,0.031964912643333745
2018iri_qm28,2655,359,133,4499,2468,494,84.5399841236347,63.381867903062385,RED,0.10734140917298637,RED,True,0.011522178123242483
2018iri_qm29,1747,1710,3478,2056,2771,3452,72.84768184846985,90.28975159171385,BLUE,0.851468744453261,BLUE,True,0.022061533874290672
2018iri_qm30,4967,3940,1720,2337,2168,3641,50.8222373261555,84.06038668055001,BLUE,0.9653619643403497,BLUE,True,0.0011997935143592052
2018iri_qm31,2013,6800,4587,1706,2614,319,57.6177065381443,89.02075688340749,BLUE,0.9586650990002936,BLUE,True,0.0017085740406555276
2018iri_qm32,33,2481,384,2791,3357,3538,84.07006537739319,92.85321582410306,BLUE,0.7066776051249045,RED,False,0.4993932375850705
2018iri_qm33,865,1806,2590,2826,4028,1741,86.53221992711632,66.3719579425267,RED,0.11729570501885361,RED,True,0.01375828241586992
2018iri_qm34,469,1102,868,234,225,1731,74.82742020422691,74.75041334750365,RED,0.49807267432451513,BLUE,False,0.2519310402597442
2018iri_qm35,67,118,1619,3707,5406,1533,101.3090473222156,100.26713899491615,RED,0.4739466331592286,RED,True,0.22462541108296838
2018iri_qm36,2771,494,4265,195,245,6800,74.4165798259329,68.55101723980665,RED,0.35727399791830483,BLUE,False,0.4130967137519192
2018iri_qm37,5254,319,4587,384,2655,3641,79.57890513420234,79.58658049268293,BLUE,0.5001920996212087,RED,False,0.25019213652347316
2018iri_qm38,359,20,3357,865,1024,1720,82.65364322816941,62.70536748507717,RED,0.11951093159303787,RED,True,0.014282862770235777
2018iri_qm39,868,3847,3538,2590,88,469,82.78182375234564,74.1518589956608,RED,0.2965113086178196,BLUE,False,0.49489633890261264
2018iri_qm40,340,2168,1218,118,1102,33,75.97507944215585,86.82917741635465,BLUE,0.7477465499857309,BLUE,True,0.06363180304410138
2018iri_qm41,3707,624,2056,2468,1731,1706,97.7144259070624,64.9667066941892,RED,0.036317834313792124,RED,True,0.0013189850892440568
2018iri_qm42,4028,1710,694,67,133,2834,69.98617785428092,83.88910860441679,BLUE,0.8008883298000036,RED,False,0.6414221168098393
2018iri_qm43,829,708,2013,4944,2791,4967,62.71439178649948,61.074343306197306,RED,0.459044669673581,BLUE,False,0.292632669408565
2018iri_qm44,1806,2826,225,2363,1533,1640,82.29880107579142,77.50009054176834,RED,0.38215521848130085,RED,True,0.14604261101249078
2018iri_qm45,5406,234,2451,3452,1741,2337,76.64930419875772,78.43867315405848,BLUE,0.544665123328471,RED,False,0.2966600965704185
2018iri_qm46,302,1747,1746,1619,2481,217,77.6004086736481,98.88673565932096,BLUE,0.8938822930868092,BLUE,True,0.011260967720513859
2018iri_qm47,3478,469,4499,3940,2614,67,62.20537341486916,76.95845602716,BLUE,0.8141139419376555,BLUE,True,0.034553626581957306
2018iri_qm48,1720,1731,340,2771,1218,4028,65.46491474212915,69.3775200832571,BLUE,0.596691943066089,BLUE,True,0.16265738878780683
2018iri_qm49,3847,865,225,4967,494,1710,77.72601555311029,67.93183740451748,RED,0.2727888872771783,RED,True,0.0744137770219211
2018iri_qm50,708,359,1640,3452,3357,5254,77.71904988083838,90.06664682943715,BLUE,0.7748927203343539,RED,False,0.6004587280271751
2018iri_qm51,5406,2834,2655,1806,829,195,77.54651301934867,86.2074483273726,BLUE,0.7041350311879079,BLUE,True,0.08753607977018024
2018iri_qm52,2590,217,20,234,2013,3940,83.66489678993912,55.35860570623639,RED,0.05552422617049196,RED,True,0.003082939691831944
2018iri_qm53,245,694,3478,2168,868,624,75.40567183984146,86.278596881339,BLUE,0.7481019023274471,RED,False,0.5596564562659452
2018iri_qm54,1024,118,6800,384,302,2056,68.49314635947539,89.14630810282237,BLUE,0.8877176942557284,BLUE,True,0.012607316183250079
2018iri_qm55,2468,2614,2337,2826,1747,2481,71.33089226968964,80.98982953959477,BLUE,0.7245170082548027,RED,False,0.5249248952504898
2018iri_qm56,4944,2451,1619,1102,3538,319,78.77469536349518,91.4165236701076,BLUE,0.77998924735816,BLUE,True,0.048404731278028905
2018iri_qm57,4499,2791,3707,1533,4587,1741,73.9607562186318,77.53795595428045,BLUE,0.5885857555930033,RED,False,0.3464331916869866
2018iri_qm58,1706,33,88,1746,3641,2363,76.31592462445565,66.2785475226618,RED,0.2679858105893002,RED,True,0.07181639467720428
2018iri_qm59,133,384,1806,4265,1720,3478,81.934308597644,59.16129862226285,RED,0.092804690672641,RED,True,0.008612710610844579
2018iri_qm60,1640,4028,2468,469,2168,2013,67.04185088687895,64.28567623396032,RED,0.4314525473575565,BLUE,False,0.32324620590621145
2018iri_qm61,1731,4944,2655,3357,694,1747,66.8797455134877,93.23885317732858,BLUE,0.9333218883754636,BLUE,True,0.004445970569814137
2018iri_qm62,2481,340,195,4587,4967,2590,95.93636919531411,76.23247384430726,RED,0.12210944920501549,RED,True,0.014910717585152257
2018iri_qm63,3707,234,3538,2614,5254,1746,83.20034729700028,73.33829801976582,RED,0.27144306264668316,BLUE,False,0.5307952109656449
2018iri_qm64,3641,1533,1024,494,133,1102,86.66550484040165,87.1339542104798,BLUE,0.511722248736139,RED,False,0.26185965985157095
2018iri_qm65,67,225,1706,20,2791,3452,93.87134094034906,70.83316178306725,RED,0.09059369958166724,BLUE,False,0.827019819240559
2018iri_qm66,33,6800,3847,359,829,2834,60.298749212030074,76.27670396034381,BLUE,0.8319612590814944,RED,False,0.6921595366124655
2018iri_qm67,88,2337,865,245,1619,2056,75.29643632745635,89.87291009241792,BLUE,0.8114234008144442,BLUE,True,0.03556113376038977
2018iri_qm68,1741,868,1710,4265,302,708,70.0394615119677,66.02974762017377,RED,0.40097072212323387,BLUE,False,0.3588360757535598
2018iri_qm69,624,1218,2826,3940,5406,319,71.0225447650134,78.33225848652833,BLUE,0.6751985997300392,BLUE,True,0.10549594961732732
2018iri_qm70,118,217,2771,2363,4499,2451,91.38763588098452,61.99603018642539,RED,0.050093892587274536,RED,True,0.002509398074545399
2018iri_qm71,1731,2013,3847,384,3452,1746,63.24104565032139,77.05616862854762,BLUE,0.7994828101601579,BLUE,True,0.040207143421267286
2018iri_qm72,1102,4967,88,6800,4028,3707,66.65554069692871,68.61664439145373,BLUE,0.5489256415536086,BLUE,True,0.20346807684782361
2018iri_qm73,494,1720,4587,1747,1640,868,68.52032095318297,89.59808910007717,BLUE,0.891885398498754,BLUE,True,0.011688767057773216
2018iri_qm74,1218,5254,2791,133,4265,865,67.97722920454596,72.95657161019953,BLUE,0.6221053258254162,RED,False,0.3870150364203473
2018iri_qm75,2826,1619,469,3641,195,1710,72.69727414956354,82.78242268646105,BLUE,0.7329513305046306,BLUE,True,0.07131499187924706
2018iri_qm76,4944,2590,1024,624,4499,2614,75.86070898495436,74.47963380749778,RED,0.4654892737225685,RED,True,0.21668026395076428
2018iri_qm77,2363,67,2056,2168,2451,829,82.09033022763525,78.60985989202453,RED,0.4137611992856374,RED,True,0.17119833003428897
2018iri_qm78,217,2337,5406,225,694,33,93.25334995502585,89.46620920587982,RED,0.4063344000117928,RED,True,0.1651076446329436
2018iri_qm79,319,245,2481,340,1806,359,84.88189973571717,86.09227801760875,BLUE,0.5302564547634836,RED,False,0.28117190781833834
2018iri_qm80,234,2468,20,708,1533,2771,52.717014445489546,75.96315721027335,BLUE,0.9111070073155483,BLUE,True,0.007901964148397988
2018iri_qm81,118,3478,302,3538,2655,1706,87.77965989405155,83.40283331695716,RED,0.39217601313474715,RED,True,0.15380202527826536
2018iri_qm82,1741,2834,2363,3357,3940,494,59.632970506895255,82.21186377894574,BLUE,0.9055461673498209,BLUE,True,0.008921526502308048
2018iri_qm83,2168,1640,2791,1710,1024,5406,79.3973163402122,73.40788870291557,RED,0.3544315638410342,BLUE,False,0.4167586057647326
2018iri_qm84,829,3452,868,4028,1619,2614,86.23880292631723,86.48618587563716,BLUE,0.5061912084562339,BLUE,True,0.24384712260591465
2018iri_qm85,2056,1720,694,4499,2826,234,74.20811176522311,59.13110810506083,RED,0.1810284786800016,RED,True,0.032771310093195796
2018iri_qm86,1731,359,67,2013,3538,4265,87.00914635925858,69.77808835611107,RED,0.15122279851000558,BLUE,False,0.7204227377691865
2018iri_qm87,3847,4944,3940,118,4587,1806,55.83024738431134,84.32385079333615,BLUE,0.9454510106933521,RED,False,0.8938776136210811
2018iri_qm88,2468,225,384,1741,88,340,72.92517538035652,71.10450107953726,RED,0.454557725165911,RED,True,0.20662272550800787
