Match,Red1,Red2,Red3,RedDP,Blue1,Blue2,Blue3,BlueDP,Pred,Result,Correct?,Brier
2019tur_qm1,frc6986,frc3966,frc2839,136.65702988128572,frc3035,frc3478,frc6995,203.74073157496736,0.8576754171782024,
2019tur_qm2,frc5930,frc589,frc1094,71.94164846057336,frc3310,frc7661,frc2556,153.63296362061362,0.8990962779736353,
2019tur_qm3,frc6377,frc1619,frc2582,208.05105434767066,frc7494,frc6025,frc6391,108.68951725425518,0.06535516282057513,
2019tur_qm4,frc948,frc6831,frc6315,104.52018856321463,frc1730,frc2403,frc5993,145.65702988128572,0.7505238067541319,
2019tur_qm5,frc7724,frc7528,frc5012,117.95790183453184,frc7840,frc4401,frc7464,114.01463212045174,0.47362997279269275,
2019tur_qm6,frc5805,frc1683,frc7753,102.342539695465,frc3933,frc649,frc6072,140.35046312132047,0.7345113706632426,
2019tur_qm7,frc3937,frc254,frc5716,166.96359664125097,frc5857,frc6144,frc5468,109.83370989422413,0.17805081316613247,
2019tur_qm8,frc2733,frc1622,frc5754,92.21947608109056,frc4513,frc2930,frc1700,186.59768803873763,0.9260065953980949,
2019tur_qm9,frc6672,frc4613,frc4125,157.71184358893362,frc1421,frc6957,frc4451,165.58892359489124,0.5525311466698355,
2019tur_qm10,frc7621,frc5872,frc2383,148.76010915010858,frc1726,frc1868,frc4522,185.20421972779457,0.7262668047939465,
2019tur_qm11,frc7308,frc6579,frc6321,111.19681305194368,frc3196,frc5199,frc3284,189.4822361306521,0.8905170206190905,
2019tur_qm12,frc5857,frc6377,frc7277,89.21839178292606,frc5993,frc3933,frc1619,133.96115795450902,0.7681605750899195,
2019tur_qm13,frc7840,frc7724,frc3937,148.09249315381402,frc6986,frc5754,frc1094,118.18986368111197,0.30989283870391526,
2019tur_qm14,frc7528,frc4451,frc5805,124.88085823440477,frc1730,frc6995,frc5930,129.868664800695,0.5333366594151514,
2019tur_qm15,frc3310,frc254,frc948,232.24632688767025,frc2733,frc1683,frc7494,117.24402665729392,0.04397764783218497,
2019tur_qm16,frc3035,frc5012,frc6957,147.55339774880554,frc6072,frc1700,frc3284,141.79567574678055,0.46153647803655634,
2019tur_qm17,frc6315,frc3196,frc3478,190.96995254289016,frc1726,frc7661,frc2930,161.76193634187325,0.31388413550493177,
2019tur_qm18,frc6831,frc7753,frc4401,82.91852382361083,frc6321,frc7621,frc6025,101.35553860318203,0.6209628782007539,
2019tur_qm19,frc4125,frc6391,frc6144,131.77844402491476,frc4522,frc6579,frc589,124.87814347389369,0.4539433438153932,
2019tur_qm20,frc3966,frc2403,frc5716,126.33583100086872,frc7308,frc6672,frc1421,160.5378534541597,0.7141719468083455,
2019tur_qm21,frc5199,frc4513,frc2556,164.45249051338007,frc7277,frc2383,frc2582,132.9278609755698,0.30068287963699225,
2019tur_qm22,frc649,frc5468,frc2839,163.49671414828828,frc7464,frc4613,frc1868,143.83008932547324,0.37131979505918766,
2019tur_qm23,frc1622,frc3478,frc1683,170.91855156849402,frc3284,frc5872,frc6831,114.51945851579546,0.18093239837540354,
2019tur_qm24,frc5857,frc6986,frc7724,105.17279287391827,frc5805,frc2930,frc7494,152.27378334872625,0.7792142853432054,
2019tur_qm25,frc1700,frc6025,frc7840,128.24577653379666,frc1726,frc1421,frc948,182.25576102789057,0.8093938800476366,
2019tur_qm26,frc5930,frc3937,frc6377,129.84615742330828,frc2383,frc5716,frc3196,162.7685756935241,0.7071273494786365,
2019tur_qm27,frc5993,frc4613,frc5754,102.66461251178082,frc5012,frc2556,frc7621,145.45977444686474,0.7587444279163252,
2019tur_qm28,frc4451,frc4522,frc2582,196.84701861142722,frc2403,frc3035,frc649,191.93620428862636,0.46717643705431805,
2019tur_qm29,frc1094,frc1619,frc5872,166.88329692114672,frc2839,frc7528,frc6072,103.33583100086872,0.15427788151716176,
2019tur_qm30,frc3933,frc7661,frc6144,109.68989755399825,frc1622,frc5199,frc6672,164.15948301507,0.8112850873954608,
2019tur_qm31,frc6315,frc7277,frc4401,94.79861473381553,frc7753,frc4125,frc589,72.24670722438306,0.35347244111291787,
2019tur_qm32,frc3966,frc2733,frc254,145.50164260272558,frc6957,frc1730,frc6579,134.1947410545959,0.4248893303823154,
2019tur_qm33,frc6391,frc3310,frc7464,157.40425789401067,frc1868,frc6995,frc7308,141.02926424090347,0.39211558610693337,
2019tur_qm34,frc5468,frc4513,frc5930,107.83847409081739,frc6321,frc4522,frc5012,160.29796744572118,0.8029070235311949,
2019tur_qm35,frc948,frc2930,frc6025,166.2681743346641,frc2556,frc3937,frc6072,131.11688002123358,0.2806682325833569,
2019tur_qm36,frc1622,frc6377,frc7621,135.98556379390195,frc3478,frc1094,frc4451,211.80226554197935,0.883904404678869,
2019tur_qm37,frc7494,frc3284,frc5857,99.90846283985425,frc5754,frc1726,frc1730,162.51106256152895,0.8423923761015772,
2019tur_qm38,frc4613,frc2582,frc6579,165.63348764931436,frc6986,frc5716,frc6315,121.49204797385028,0.23471905394642475,
2019tur_qm39,frc7661,frc7308,frc7840,98.547465920278,frc1868,frc7753,frc3035,154.45684465474284,0.8171163621480241,
2019tur_qm40,frc5468,frc5199,frc1619,200.0866274106425,frc4401,frc1683,frc1700,146.59319360274557,0.1927489233035524,
2019tur_qm41,frc4513,frc4125,frc6831,93.29047869762981,frc3966,frc7464,frc5805,73.55722066724582,0.3709034187228369,
2019tur_qm42,frc6144,frc589,frc649,138.39552422774278,frc6995,frc5993,frc7724,97.0,0.24818162808523758,
