2018iri
Match Key,Red 1,Red 2,Red 3,Blue 1,Blue 2,Blue 3,Red DP,Blue DP,Prediction,Blue Win %,Winner,Correct,Component Brier Score
2018iri_qm38,359,20,3357,865,1024,1720,259.8519118266372,192.62105056355767,RED,0.126191600673555,RED,True,0.01592432008055397
2018iri_qm39,868,3847,3538,2590,88,469,254.45932961775074,231.04806470127494,RED,0.3376396881572188,BLUE,False,0.43872118270446636
2018iri_qm40,340,2168,1218,118,1102,33,229.72553969072516,262.2191924409401,BLUE,0.718137664762236,BLUE,True,0.07944637602568569
2018iri_qm41,3707,624,2056,2468,1731,1706,294.7841364377748,199.18850488523339,RED,0.06000405308511355,RED,True,0.003600486386641125
2018iri_qm42,4028,1710,694,67,133,2834,212.2240477237084,255.2783505069592,BLUE,0.7754251581547005,RED,False,0.6012841758992422
2018iri_qm43,829,708,2013,4944,2791,4967,189.1209129339644,184.32890693342105,RED,0.46557330357229354,BLUE,False,0.2856118938546319
2018iri_qm44,1806,2826,225,2363,1533,1640,251.03264045213672,242.17843636697648,RED,0.43663146905343647,RED,True,0.19064703976776204
2018iri_qm45,5406,234,2451,3452,1741,2337,235.4646018882887,238.73270245554747,BLUE,0.5234985503069777,RED,False,0.2740507321735072
2018iri_qm46,302,1747,1746,1619,2481,217,234.9509595491607,296.931454773468,BLUE,0.8561829475706568,BLUE,True,0.020683344569464444
2018iri_qm47,3478,469,4499,3940,2614,67,189.04468990535344,240.3999277207468,BLUE,0.8142888374501015,BLUE,True,0.03448863589563483
2018iri_qm48,1720,1731,340,2771,1218,4028,203.0661658942268,208.52428070764796,BLUE,0.5391937194236774,BLUE,True,0.2123424282185845
2018iri_qm49,3847,865,225,4967,494,1710,239.21550229485553,210.22453236601757,RED,0.30270977873544536,RED,True,0.09163321014206229
2018iri_qm50,708,359,1640,3452,3357,5254,238.09927549052546,275.7921218582429,BLUE,0.7474177498992719,RED,False,0.5586332928644906
2018iri_qm51,5406,2834,2655,1806,829,195,235.30855072161364,262.94013306326957,BLUE,0.6889683953476881,BLUE,True,0.09674065909259208
2018iri_qm52,2590,217,20,234,2013,3940,262.57683444302415,166.38633015605916,RED,0.059045565933772096,RED,True,0.0034863788564394277
2018iri_qm53,245,694,3478,2168,868,624,227.2518242914021,259.57779391247897,BLUE,0.717159715227577,RED,False,0.5143180571452994
2018iri_qm54,1024,118,6800,384,302,2056,217.40976876240907,270.0209106189987,BLUE,0.8196932158978163,BLUE,True,0.032510536393271484
2018iri_qm55,2468,2614,2337,2826,1747,2481,221.71120541363572,245.3354499059593,BLUE,0.663729862388776,RED,False,0.44053733022662345
2018iri_qm56,4944,2451,1619,1102,3538,319,243.19672309659342,275.9714224013624,BLUE,0.7197721488387127,BLUE,True,0.07852764856647261
2018iri_qm57,4499,2791,3707,1533,4587,1741,229.549249637837,237.9208457388861,BLUE,0.5599487107114216,RED,False,0.31354255862738334
2018iri_qm58,1706,33,88,1746,3641,2363,229.81374675338986,203.87206747181915,RED,0.32154916708225073,RED,True,0.10339386685128919
2018iri_qm59,133,384,1806,4265,1720,3478,246.22556862607618,181.72059754276347,RED,0.13509957208462034,RED,True,0.018251894377447526
2018iri_qm60,1640,4028,2468,469,2168,2013,207.17016674685567,195.25748441991198,RED,0.4151113816712834,BLUE,False,0.34209469585047503
2018iri_qm61,1731,4944,2655,3357,694,1747,201.9541998422034,282.6034562174091,BLUE,0.9106235364615525,BLUE,True,0.00798815223463944
2018iri_qm62,2481,340,195,4587,4967,2590,289.38243506557774,236.89790304065912,RED,0.18084599952916758,RED,True,0.03270527554570368
2018iri_qm63,3707,234,3538,2614,5254,1746,258.5886812838057,222.34221573650473,RED,0.26052201555422144,BLUE,False,0.5468276894799912
2018iri_qm64,3641,1533,1024,494,133,1102,262.8011899762845,262.35159120586854,RED,0.4967649219363175,RED,True,0.24677538766639562
2018iri_qm65,67,225,1706,20,2791,3452,283.53527162056156,217.8100155529826,RED,0.13104791844929503,BLUE,False,0.7550777200313031
2018iri_qm66,33,6800,3847,359,829,2834,186.91453179711758,231.10231272918935,BLUE,0.7810552663724699,RED,False,0.61004732912817
2018iri_qm67,88,2337,865,245,1619,2056,226.78502882720193,275.69644185838644,BLUE,0.8034161287722827,BLUE,True,0.03864521842687572
2018iri_qm68,1741,868,1710,4265,302,708,215.54263454871898,201.57859425194923,RED,0.4008517541552083,BLUE,False,0.3589786204988909
2018iri_qm69,624,1218,2826,3940,5406,319,214.67261706657854,245.23021040656673,BLUE,0.7067223778680852,BLUE,True,0.08601176364335018
2018iri_qm70,118,217,2771,2363,4499,2451,277.1556291459285,190.62144525695805,RED,0.07651597043474503,RED,True,0.005854693731570776
2018iri_qm71,1731,2013,3847,384,3452,1746,190.42518309941983,233.8789097928916,BLUE,0.7774208018870259,BLUE,True,0.04954149943261458
2018iri_qm72,1102,4967,88,6800,4028,3707,201.7194197672868,218.33344366395534,BLUE,0.6173203897341413,BLUE,True,0.14644368411322953
2018iri_qm73,494,1720,4587,1747,1640,868,214.95773975625355,269.09382131486626,BLUE,0.8260894077348219,BLUE,True,0.030244894102025036
2018iri_qm74,1218,5254,2791,133,4265,865,204.14828104064023,222.11676014157757,BLUE,0.6264868098638385,RED,False,0.39248572293336936
2018iri_qm75,2826,1619,469,3641,195,1710,225.28263303215132,256.91453598317173,BLUE,0.7130900594440984,BLUE,True,0.08231731398979097
2018iri_qm76,4944,2590,1024,624,4499,2614,235.68240589620783,228.44047957027072,RED,0.4480780030934325,RED,True,0.2007738968561981
2018iri_qm77,2363,67,2056,2168,2451,829,258.8752635401943,236.29434281913524,RED,0.34300505426637046,RED,True,0.11765246725227574
2018iri_qm78,217,2337,5406,225,694,33,280.6221091651433,269.94612819723864,RED,0.4237789369650467,RED,True,0.17958858741522502
2018iri_qm79,319,245,2481,340,1806,359,258.5340357060695,258.69037628162044,BLUE,0.5011249589726822,RED,False,0.25112622450537236
2018iri_qm80,234,2468,20,708,1533,2771,158.4730268638177,234.33026745651256,BLUE,0.898744056669604,BLUE,True,0.010252766059728366
2018iri_qm81,118,3478,302,3538,2655,1706,264.97504764262334,252.1723251613632,RED,0.40890546396483884,RED,True,0.16720367846030013
2018iri_qm82,1741,2834,2363,3357,3940,494,179.91465829925497,260.56060449749225,BLUE,0.9106157819233055,BLUE,True,0.00798953844118208
2018iri_qm83,2168,1640,2791,1710,1024,5406,239.08470762435135,224.75993593277445,RED,0.3983607354863779,BLUE,False,0.3619698046044922
2018iri_qm84,829,3452,868,4028,1619,2614,260.69771548869994,262.4037290816714,BLUE,0.5122732886683256,BLUE,True,0.2378773449464105
2018iri_qm85,2056,1720,694,4499,2826,234,236.29642342755477,178.06535251490678,RED,0.15762254905118933,RED,True,0.024844867969394585
2018iri_qm86,1731,359,67,2013,3538,4265,263.689569617743,216.09856689356167,RED,0.20265552751950808,BLUE,False,0.6357582077951939
2018iri_qm87,3847,4944,3940,118,4587,1806,167.87707468096798,255.4058380214618,BLUE,0.9254824375830696,RED,False,0.8565177422747002
2018iri_qm88,2468,225,384,1741,88,340,229.4573229796884,215.4381645755406,RED,0.4004708026601283,RED,True,0.16037686378324742
2018iri_qm89,2834,865,1102,2771,1706,2481,219.6018132807917,246.49071590861166,BLUE,0.6843693009810587,BLUE,True,0.09962273816318548
2018iri_qm90,2590,1747,708,1218,3641,6800,250.50600061555497,196.4309245737843,RED,0.1741629964350793,RED,True,0.03033274932724544
2018iri_qm91,319,195,3707,217,3478,33,312.96824061648033,262.1285127397184,RED,0.18796540801195255,RED,True,0.035330994609099796
2018iri_qm92,2655,2451,1533,245,1746,4967,260.57453805199304,186.3377442747646,RED,0.1055799830328644,RED,True,0.011147132817219933
2018iri_qm93,133,624,3357,2337,302,469,286.58990408845597,225.89437672379196,RED,0.14843133116346172,BLUE,False,0.7251691977440338
2018iri_qm94,5254,1806,2168,20,88,1731,229.40831101839726,192.62405003357128,RED,0.2575510545351441,BLUE,False,0.5512304366218767
2018iri_qm95,708,340,2826,1619,4499,2834,210.54790690166647,223.72003029893972,BLUE,0.5936618501864346,RED,False,0.3524343923667807
2018iri_qm96,225,494,118,1720,2481,2013,301.36291689494163,197.85901893989688,RED,0.04837989107253784,RED,True,0.0023406138601906263
2018iri_qm97,868,6800,3940,865,3707,2655,190.65496985126435,252.4237722155834,BLUE,0.8554310631876617,BLUE,True,0.02090017749104986
2018iri_qm98,217,1706,4028,3847,4265,2337,251.97879079543014,202.28412743437272,RED,0.19304767848399562,RED,True,0.037267406168060145
2018iri_qm99,3452,694,1533,302,319,2590,278.7933266610901,292.035836097649,BLUE,0.5941504535164718,BLUE,True,0.16471385438088554
2018iri_qm100,1747,195,5254,2451,2791,133,264.9791551623968,243.9947712680251,RED,0.3534338625204348,RED,True,0.1249154951761136
2018iri_qm101,1102,384,2614,1710,245,2363,244.39034989272034,175.84482263699954,RED,0.12207786078915929,RED,True,0.014903004094857356
2018iri_qm102,1640,2056,20,624,33,4967,249.0306291979064,223.15191624521245,RED,0.32194466135864586,RED,True,0.10364836497733315
2018iri_qm103,3357,1746,2468,4587,67,1218,225.976452882626,237.29976048854587,BLUE,0.5807641266746912,BLUE,True,0.17575871748283434
2018iri_qm104,5406,3478,3641,359,4944,234,261.24905368571564,205.5064639512107,RED,0.1673674544038038,RED,True,0.028011864793609342
2018iri_qm105,3538,2771,469,1741,1024,829,229.0384505213759,205.80020610936555,RED,0.33875429436527404,RED,True,0.11475447195091473
2018iri_qf1m1,2168,195,2056,3538,2655,1533,297.46108486066237,275.28639050337733,RED,0.3456447223699668,RED,True,0.11947027410221142
2018iri_qf2m1,33,5406,2337,118,2614,1747,261.71877062131887,276.51205992736743,BLUE,0.6048667396877888,BLUE,True,0.15613029340495765
2018iri_qf3m1,1619,319,2481,225,2590,1024,294.5750200818767,282.7725008847814,RED,0.41588142706276876,BLUE,False,0.34119450725022754
2018iri_qf4m1,4028,3707,217,1706,302,3357,275.84313583786695,278.8904698144401,BLUE,0.5219132842830392,RED,False,0.2723934763111085
2018iri_qf1m2,2168,195,2056,3538,67,1533,297.46108486066237,301.5539926225737,BLUE,0.5294168269601556,RED,False,0.2802821766685593
2018iri_qf2m2,33,5406,2337,118,2614,1747,261.71877062131887,276.51205992736743,BLUE,0.6048667396877888,RED,False,0.3658637727805353
2018iri_qf3m2,1619,319,2481,225,2590,1024,294.5750200818767,282.7725008847814,RED,0.41588142706276876,BLUE,False,0.34119450725022754
2018iri_qf4m2,4028,3707,217,2771,302,3357,275.84313583786695,273.2556674551733,RED,0.48139026878549496,BLUE,False,0.2689560533103812
2018iri_qf2m3,33,5406,2337,118,2614,4587,261.71877062131887,264.3928355729902,BLUE,0.5192319512436747,BLUE,True,0.23113791670496436
2018iri_qf4m3,4028,3707,217,2771,302,3357,275.84313583786695,273.2556674551733,RED,0.48139026878549496,BLUE,False,0.2689560533103812
2018iri_sf1m1,2168,195,2056,118,2614,4587,297.46108486066237,264.3928355729902,RED,0.278526845189909,RED,True,0.07757720349144354
2018iri_sf2m1,225,2590,1024,2771,302,3357,282.7725008847814,273.2556674551733,RED,0.4319458575266442,RED,True,0.186577223834428
2018iri_sf1m2,2168,195,2056,118,2614,4587,297.46108486066237,264.3928355729902,RED,0.278526845189909,RED,True,0.07757720349144354
2018iri_sf2m2,225,2590,1024,2771,1706,3357,282.7725008847814,267.20877706547867,RED,0.38984590824372267,RED,True,0.15197983217437303
2018iri_f1m1,2168,195,2056,225,2590,1024,297.46108486066237,282.7725008847814,RED,0.3958537615457791,RED,True,0.15670020052994255
2018iri_f1m2,2168,195,2056,225,2590,1024,297.46108486066237,282.7725008847814,RED,0.3958537615457791,BLUE,False,0.3649926774383843
2018iri_f1m3,2168,195,2056,225,2590,1024,297.46108486066237,282.7725008847814,RED,0.3958537615457791,RED,True,0.15670020052994255
Average,,,,,,,,,,,% Correct->,0.6721311475409836,0.20731244937518056,<-Brier Score

Predicted Rankings
Rank,Team,Proj. Wins,Proj. Losses,Proj Win %,Real Wins,Real Losses,Real Ties,Real Win %
1,frc2056,15,1,0.9375,9,0,0,1.0
2,frc195,13,3,0.8125,8,1,0,0.8888888888888888
3,frc118,11,3,0.7857142857142857,5,4,0,0.5555555555555556
4,frc2168,11,5,0.6875,3,6,0,0.3333333333333333
5,frc67,9,1,0.9,5,4,0,0.5555555555555556
6,frc1619,9,2,0.8181818181818182,6,3,0,0.6666666666666666
7,frc319,9,2,0.8181818181818182,8,1,0,0.8888888888888888
8,frc217,9,3,0.75,7,2,0,0.7777777777777778
9,frc3707,9,3,0.75,6,3,0,0.6666666666666666
10,frc2614,9,5,0.6428571428571429,7,2,0,0.7777777777777778
11,frc225,9,7,0.5625,5,4,0,0.5555555555555556
12,frc2590,9,7,0.5625,6,3,0,0.6666666666666666
13,frc1806,8,1,0.8888888888888888,5,4,0,0.5555555555555556
14,frc1747,8,3,0.7272727272727273,4,5,0,0.4444444444444444
15,frc3538,8,3,0.7272727272727273,5,4,0,0.5555555555555556
16,frc4028,8,4,0.6666666666666666,7,2,0,0.7777777777777778
17,frc3357,8,6,0.5714285714285714,4,5,0,0.4444444444444444
18,frc1640,7,2,0.7777777777777778,4,5,0,0.4444444444444444
19,frc1533,7,4,0.6363636363636364,5,4,0,0.5555555555555556
20,frc1706,7,4,0.6363636363636364,5,4,0,0.5555555555555556
21,frc2481,7,4,0.6363636363636364,6,3,0,0.6666666666666666
22,frc2771,7,6,0.5384615384615384,7,2,0,0.7777777777777778
23,frc133,6,3,0.6666666666666666,3,6,0,0.3333333333333333
24,frc3452,6,3,0.6666666666666666,3,6,0,0.3333333333333333
25,frc359,6,3,0.6666666666666666,3,6,0,0.3333333333333333
26,frc5254,6,3,0.6666666666666666,5,4,0,0.5555555555555556
27,frc868,6,3,0.6666666666666666,3,6,0,0.3333333333333333
28,frc4587,6,6,0.5,3,6,0,0.3333333333333333
29,frc1024,6,10,0.375,6,3,0,0.6666666666666666
30,frc3641,5,4,0.5555555555555556,5,4,0,0.5555555555555556
31,frc384,5,4,0.5555555555555556,6,3,0,0.6666666666666666
32,frc624,5,4,0.5555555555555556,3,6,0,0.3333333333333333
33,frc2655,5,5,0.5,5,4,0,0.5555555555555556
34,frc5406,5,7,0.4166666666666667,6,3,0,0.6666666666666666
35,frc302,5,8,0.38461538461538464,7,2,0,0.7777777777777778
36,frc1710,4,5,0.4444444444444444,5,4,0,0.5555555555555556
37,frc2834,4,5,0.4444444444444444,2,7,0,0.2222222222222222
38,frc340,4,5,0.4444444444444444,3,6,0,0.3333333333333333
39,frc4265,4,5,0.4444444444444444,3,6,0,0.3333333333333333
40,frc494,4,5,0.4444444444444444,4,5,0,0.4444444444444444
41,frc694,4,5,0.4444444444444444,6,3,0,0.6666666666666666
42,frc829,4,5,0.4444444444444444,1,8,0,0.1111111111111111
43,frc865,4,5,0.4444444444444444,5,4,0,0.5555555555555556
44,frc33,4,8,0.3333333333333333,6,3,0,0.6666666666666666
45,frc1102,3,6,0.3333333333333333,4,5,0,0.4444444444444444
46,frc1720,3,6,0.3333333333333333,2,7,0,0.2222222222222222
47,frc1741,3,6,0.3333333333333333,1,8,0,0.1111111111111111
48,frc20,3,6,0.3333333333333333,5,4,0,0.5555555555555556
49,frc2791,3,6,0.3333333333333333,5,4,0,0.5555555555555556
50,frc2826,3,6,0.3333333333333333,4,5,0,0.4444444444444444
51,frc3847,3,6,0.3333333333333333,4,5,0,0.4444444444444444
52,frc3940,3,6,0.3333333333333333,4,5,0,0.4444444444444444
53,frc4944,3,6,0.3333333333333333,5,4,0,0.5555555555555556
54,frc708,3,6,0.3333333333333333,5,3,0,0.5555555555555556
55,frc2337,3,9,0.25,5,4,0,0.5555555555555556
56,frc1218,2,7,0.2222222222222222,4,5,0,0.4444444444444444
57,frc1731,2,7,0.2222222222222222,3,6,0,0.3333333333333333
58,frc1746,2,7,0.2222222222222222,3,6,0,0.3333333333333333
59,frc2013,2,7,0.2222222222222222,2,7,0,0.2222222222222222
60,frc234,2,7,0.2222222222222222,2,7,0,0.2222222222222222
61,frc2363,2,7,0.2222222222222222,2,7,0,0.2222222222222222
62,frc245,2,7,0.2222222222222222,4,5,0,0.4444444444444444
63,frc2451,2,7,0.2222222222222222,4,5,0,0.4444444444444444
64,frc2468,2,7,0.2222222222222222,2,7,0,0.2222222222222222
65,frc3478,2,7,0.2222222222222222,5,4,0,0.5555555555555556
66,frc4499,2,7,0.2222222222222222,2,7,0,0.2222222222222222
67,frc469,2,7,0.2222222222222222,6,3,0,0.6666666666666666
68,frc88,2,7,0.2222222222222222,5,4,0,0.5555555555555556
69,frc4967,1,8,0.1111111111111111,3,6,0,0.3333333333333333
70,frc6800,1,8,0.1111111111111111,3,6,0,0.3333333333333333
