Event,Team,Rank,Qual,Alliance #,Alliance Pick,Playoff Level,Awards
casf,frc973,1,1,1,1,30,5
casf,frc971,2,4,1,2,30,0
casf,frc604,3,2,2,1,20,10
casf,frc2383,4,11,2,2,20,5
casf,frc5026,5,3,3,1,10,5
casf,frc649,6,6,3,2,10,5
casf,frc5499,7,5,4,1,10,5
casf,frc199,8,12,4,2,10,5
casf,frc972,9,30,1,3,30,0
casf,frc3880,10,10,8,1,0,10
casf,frc100,11,28,2,3,20,0
casf,frc2489,12,7,5,1,0,0
casf,frc6036,13,17,4,3,10,0
casf,frc5507,14,13,3,3,10,0
casf,frc6418,15,8,6,1,0,0
casf,frc4159,16,9,7,1,0,0
casf,frc2854,17,34,7,2,0,8
casf,frc5940,18,18,5,2,0,0
casf,frc2551,19,22,6,2,0,0
casf,frc5700,20,20,5,3,0,5
casf,frc4904,21,19,8,3,0,0
casf,frc5104,22,14,7,3,0,0
casf,frc5924,23,27,8,2,0,0
casf,frc6415,24,23,6,3,0,0
casf,frc7137,25,31,-1,-1,0,8
casf,frc5993,26,24,-1,-1,0,5
casf,frc5419,27,15,-1,-1,0,0
casf,frc6718,28,16,-1,-1,0,0
casf,frc4973,29,21,-1,-1,0,0
casf,frc253,30,36,-1,-1,0,5
casf,frc6814,31,35,-1,-1,0,5
casf,frc4765,32,25,-1,-1,0,0
casf,frc581,33,29,-1,-1,0,0
casf,frc6962,34,26,-1,-1,0,0
casf,frc6662,35,32,-1,-1,0,0
casf,frc7317,36,33,-1,-1,0,0
casf,frc4186,37,37,-1,-1,0,0
casf,frc6665,38,39,-1,-1,0,0
casf,frc6981,39,38,-1,-1,0,0
casf,frc5430,40,40,-1,-1,0,0
casf,frc1458,41,42,-1,-1,0,0
casf,frc766,42,41,-1,-1,0,0
casf,frc4669,43,43,-1,-1,0,0
casj,frc254,1,1,1,1,30,5
casj,frc971,2,2,2,1,20,5
casj,frc973,3,20,1,2,30,0
casj,frc846,4,9,2,2,20,5
casj,frc6418,5,3,3,1,10,0
casj,frc604,6,15,5,2,10,5
casj,frc5499,7,5,5,1,10,0
casj,frc2367,8,43,1,3,30,0
casj,frc8,9,17,3,2,10,0
casj,frc4159,10,25,2,3,20,0
casj,frc383,11,4,4,1,0,0
casj,frc668,12,11,8,2,0,5
casj,frc2135,13,13,3,3,10,0
casj,frc4990,14,6,6,1,0,0
casj,frc670,15,7,7,1,0,0
casj,frc1072,16,18,4,2,0,0
casj,frc5924,17,10,7,2,0,0
casj,frc1868,18,33,5,3,10,0
casj,frc4904,19,8,8,1,0,0
casj,frc3132,20,39,8,3,0,8
casj,frc4091,21,12,-1,-1,0,10
casj,frc192,22,35,4,3,0,10
casj,frc6883,23,23,6,3,0,5
casj,frc3482,24,29,6,2,0,0
casj,frc2144,25,16,7,3,0,0
casj,frc2035,26,19,-1,-1,0,5
casj,frc6238,27,27,-1,-1,0,5
casj,frc4669,28,14,-1,-1,0,0
casj,frc5737,29,21,-1,-1,0,0
casj,frc2643,30,26,-1,-1,0,0
casj,frc6036,31,24,-1,-1,0,0
casj,frc751,32,22,-1,-1,0,0
casj,frc2473,33,45,-1,-1,0,5
casj,frc6303,34,47,-1,-1,0,5
casj,frc4255,35,28,-1,-1,0,0
casj,frc852,36,30,-1,-1,0,0
casj,frc1967,37,32,-1,-1,0,0
casj,frc4973,38,31,-1,-1,0,0
casj,frc7245,39,34,-1,-1,0,0
casj,frc6814,40,59,-1,-1,0,8
casj,frc1700,41,37,-1,-1,0,0
casj,frc2489,42,40,-1,-1,0,0
casj,frc4186,43,36,-1,-1,0,0
casj,frc7317,44,38,-1,-1,0,0
casj,frc4171,45,41,-1,-1,0,0
casj,frc6039,46,44,-1,-1,0,0
casj,frc6410,47,42,-1,-1,0,0
casj,frc1351,48,48,-1,-1,0,0
casj,frc253,49,46,-1,-1,0,0
casj,frc2813,50,50,-1,-1,0,0
casj,frc5171,51,49,-1,-1,0,0
casj,frc581,52,51,-1,-1,0,0
casj,frc5027,53,54,-1,-1,0,0
casj,frc6619,54,52,-1,-1,0,0
casj,frc6665,55,53,-1,-1,0,0
casj,frc7308,56,56,-1,-1,0,0
casj,frc841,57,55,-1,-1,0,0
casj,frc256,58,57,-1,-1,0,0
casj,frc6884,59,58,-1,-1,0,0
casj,frc6688,60,60,-1,-1,0,0
cave,frc3512,1,2,2,1,30,5
cave,frc5818,2,7,2,2,30,5
cave,frc5199,3,1,1,1,20,5
cave,frc968,4,4,1,2,20,5
cave,frc2486,5,5,4,1,0,15
cave,frc1266,6,8,3,2,10,5
cave,frc3328,7,6,5,1,10,5
cave,frc5515,8,22,2,3,30,0
cave,frc1572,9,3,3,1,10,0
cave,frc3863,10,12,5,2,10,0
cave,frc1138,11,25,5,3,10,5
cave,frc4711,12,10,7,1,0,5
cave,frc580,13,34,1,3,20,0
cave,frc6934,14,9,6,1,0,0
cave,frc3925,15,17,4,2,0,0
cave,frc6417,16,15,7,3,0,5
cave,frc7327,17,19,6,3,0,8
cave,frc6706,18,18,6,2,0,0
cave,frc5669,19,11,8,1,0,0
cave,frc691,20,13,8,2,0,0
cave,frc6668,21,14,8,3,0,0
cave,frc4078,22,23,3,3,5,0
cave,frc114,23,16,3,0,5,0
cave,frc4913,24,33,7,2,0,0
cave,frc589,25,26,-1,-1,0,5
cave,frc6560,26,30,4,3,0,0
cave,frc4501,27,39,-1,-1,0,8
cave,frc3120,28,21,-1,-1,0,0
cave,frc4578,29,20,-1,-1,0,0
cave,frc6967,30,35,-1,-1,0,5
cave,frc5136,31,24,-1,-1,0,0
cave,frc3851,32,28,-1,-1,0,0
cave,frc6398,33,27,-1,-1,0,0
cave,frc5678,34,29,-1,-1,0,0
cave,frc7326,35,31,-1,-1,0,0
cave,frc6430,36,32,-1,-1,0,0
cave,frc5102,37,36,-1,-1,0,0
cave,frc6553,38,38,-1,-1,0,0
cave,frc6764,39,37,-1,-1,0,0
cave,frc7324,40,40,-1,-1,0,0
cave,frc7323,41,41,-1,-1,0,0
cave,frc3993,42,42,-1,-1,0,0
code,frc118,1,3,2,1,30,5
code,frc3005,2,17,2,2,30,5
code,frc1619,3,1,1,1,20,5
code,frc148,4,2,1,2,20,5
code,frc4293,5,30,2,3,30,0
code,frc1339,6,7,6,1,10,5
code,frc1011,7,8,3,2,0,10
code,frc4550,8,6,5,1,10,0
code,frc4388,9,10,4,2,0,10
code,frc5414,10,24,1,3,20,5
code,frc159,11,11,5,2,10,0
code,frc2996,12,4,3,1,0,5
code,frc2848,13,14,6,2,10,0
code,frc1730,14,9,7,1,0,5
code,frc1245,15,5,4,1,0,0
code,frc4499,16,16,6,3,10,0
code,frc3374,17,13,5,3,10,0
code,frc4944,18,15,7,2,0,0
code,frc1410,19,12,8,1,0,0
code,frc2240,20,19,8,2,0,0
code,frc5763,21,20,8,3,0,0
code,frc7243,22,31,-1,-1,0,8
code,frc4593,23,21,3,3,0,0
code,frc4153,24,18,4,0,0,0
code,frc5899,25,22,-1,-1,0,0
code,frc6459,26,48,-1,-1,0,8
code,frc698,27,41,4,3,0,0
code,frc1157,28,26,-1,-1,0,0
code,frc3807,29,23,-1,-1,0,0
code,frc5493,30,25,-1,-1,0,0
code,frc1584,31,29,-1,-1,0,0
code,frc3200,32,27,-1,-1,0,0
code,frc3288,33,28,-1,-1,0,0
code,frc2036,34,46,-1,-1,0,5
code,frc4068,35,52,7,3,0,0
code,frc1332,36,34,-1,-1,0,0
code,frc4386,37,33,-1,-1,0,0
code,frc5126,38,32,-1,-1,0,0
code,frc1799,39,37,-1,-1,0,0
code,frc2261,40,35,-1,-1,0,0
code,frc2945,41,38,-1,-1,0,0
code,frc3729,42,36,-1,-1,0,0
code,frc1303,43,39,-1,-1,0,0
code,frc5657,44,40,-1,-1,0,0
code,frc1583,45,43,-1,-1,0,0
code,frc4641,46,42,-1,-1,0,0
code,frc662,47,44,-1,-1,0,0
code,frc1977,48,45,-1,-1,0,0
code,frc2259,49,47,-1,-1,0,0
code,frc2083,50,49,-1,-1,0,0
code,frc3648,51,50,-1,-1,0,0
code,frc4418,52,51,-1,-1,0,0
flor,frc179,1,2,2,1,30,5
flor,frc4481,2,26,2,2,30,5
flor,frc59,3,1,1,1,20,5
flor,frc180,4,16,1,2,20,10
flor,frc1902,5,5,5,1,10,10
flor,frc744,6,17,3,2,10,8
flor,frc1065,7,3,3,1,10,0
flor,frc3653,8,43,2,3,30,0
flor,frc5145,9,14,1,3,20,0
flor,frc5842,10,21,5,2,10,0
flor,frc386,11,8,4,2,0,5
flor,frc21,12,4,4,1,0,0
flor,frc456,13,13,6,2,0,5
flor,frc3242,14,9,7,2,0,5
flor,frc1421,15,22,5,3,10,0
flor,frc86,16,6,6,1,0,0
flor,frc233,17,15,3,3,10,0
flor,frc4592,18,7,7,1,0,0
flor,frc1523,19,10,8,1,0,0
flor,frc801,20,12,8,2,0,0
flor,frc3932,21,11,8,3,0,0
flor,frc3556,22,18,6,3,0,0
flor,frc7193,23,33,-1,-1,0,8
flor,frc4118,24,32,-1,-1,0,5
flor,frc79,25,28,-1,-1,0,5
flor,frc5753,26,54,7,3,0,0
flor,frc1557,27,19,8,0,0,0
flor,frc2797,28,20,-1,-1,0,0
flor,frc6527,29,23,-1,-1,0,0
flor,frc5816,30,45,-1,-1,0,5
flor,frc1592,31,27,-1,-1,0,0
flor,frc1744,32,25,-1,-1,0,0
flor,frc4769,33,24,-1,-1,0,0
flor,frc1251,34,29,-1,-1,0,0
flor,frc4064,35,30,-1,-1,0,0
flor,frc5196,36,31,-1,-1,0,0
flor,frc945,37,52,4,3,0,0
flor,frc2425,38,34,-1,-1,0,0
flor,frc3627,39,37,-1,-1,0,0
flor,frc4562,40,36,-1,-1,0,0
flor,frc6322,41,35,-1,-1,0,0
flor,frc6473,42,38,-1,-1,0,0
flor,frc2556,43,39,-1,-1,0,0
flor,frc4024,44,40,-1,-1,0,0
flor,frc4471,45,42,-1,-1,0,0
flor,frc6743,46,41,-1,-1,0,0
flor,frc7194,47,59,-1,-1,0,5
flor,frc5276,48,46,-1,-1,0,0
flor,frc6145,49,47,-1,-1,0,0
flor,frc6404,50,44,-1,-1,0,0
flor,frc2916,51,50,-1,-1,0,0
flor,frc3164,52,51,-1,-1,0,0
flor,frc4622,53,49,-1,-1,0,0
flor,frc6850,54,48,-1,-1,0,0
flor,frc1872,55,55,-1,-1,0,0
flor,frc6184,56,53,-1,-1,0,0
flor,frc108,57,56,-1,-1,0,0
flor,frc5412,58,57,-1,-1,0,0
flor,frc6722,59,58,-1,-1,0,0
flor,frc5283,60,60,-1,-1,0,0
flor,frc4065,61,61,-1,-1,0,0
flor,frc5722,62,62,-1,-1,0,0
flor,frc5557,63,63,-1,-1,0,0
flor,frc1649,64,64,-1,-1,0,0
flwp,frc179,1,1,1,1,30,0
flwp,frc180,2,17,1,2,30,5
flwp,frc1744,3,6,6,1,20,5
flwp,frc2383,4,20,6,2,20,0
flwp,frc5472,5,5,5,1,10,5
flwp,frc1369,6,28,1,3,30,0
flwp,frc1251,7,7,7,1,10,5
flwp,frc3164,8,15,6,3,20,0
flwp,frc3410,9,2,2,1,0,5
flwp,frc1902,10,18,7,2,10,5
flwp,frc5842,11,14,5,2,10,0
flwp,frc1477,12,34,7,3,10,10
flwp,frc59,13,9,2,2,0,5
flwp,frc4533,14,3,3,1,0,0
flwp,frc386,15,11,4,2,0,5
flwp,frc744,16,4,4,1,0,0
flwp,frc1876,17,10,3,2,0,0
flwp,frc108,18,19,5,3,10,0
flwp,frc7193,19,8,8,1,0,0
flwp,frc1065,20,16,8,2,0,0
flwp,frc1523,21,23,8,3,0,0
flwp,frc2152,22,31,2,3,0,8
flwp,frc3242,23,12,-1,-1,0,5
flwp,frc801,24,13,3,3,0,0
flwp,frc3932,25,21,4,3,0,0
flwp,frc7216,26,26,-1,-1,0,5
flwp,frc4471,27,22,-1,-1,0,0
flwp,frc5410,28,24,-1,-1,0,0
flwp,frc5949,29,41,-1,-1,0,5
flwp,frc7152,30,52,-1,-1,0,8
flwp,frc5872,31,27,-1,-1,0,0
flwp,frc7231,32,25,-1,-1,0,0
flwp,frc4118,33,46,-1,-1,0,5
flwp,frc6686,34,30,-1,-1,0,0
flwp,frc6722,35,29,-1,-1,0,0
flwp,frc86,36,32,-1,-1,0,0
flwp,frc3653,37,36,-1,-1,0,0
flwp,frc6685,38,35,-1,-1,0,0
flwp,frc7026,39,33,-1,-1,0,0
flwp,frc2797,40,37,-1,-1,0,0
flwp,frc4592,41,38,-1,-1,0,0
flwp,frc5773,42,39,-1,-1,0,0
flwp,frc7107,43,40,-1,-1,0,0
flwp,frc348,44,43,-1,-1,0,0
flwp,frc6225,45,44,-1,-1,0,0
flwp,frc6388,46,42,-1,-1,0,0
flwp,frc5283,47,47,-1,-1,0,0
flwp,frc6001,48,45,-1,-1,0,0
flwp,frc21,49,49,-1,-1,0,0
flwp,frc6468,50,48,-1,-1,0,0
flwp,frc7194,51,50,-1,-1,0,0
flwp,frc5329,52,51,-1,-1,0,0
flwp,frc4562,53,53,-1,-1,0,0
flwp,frc5605,54,54,-1,-1,0,0
flwp,frc7215,55,55,-1,-1,0,0
gush,frc5883,1,1,1,1,30,10
gush,frc5453,2,2,1,2,30,5
gush,frc5449,3,3,2,1,20,5
gush,frc5522,4,5,2,2,20,0
gush,frc6706,5,6,4,1,10,5
gush,frc5849,6,20,1,3,30,0
gush,frc6402,7,12,4,2,10,5
gush,frc6304,8,25,6,2,10,8
gush,frc6386,9,8,6,1,10,0
gush,frc5831,10,4,3,1,0,5
gush,frc6941,11,13,2,3,20,0
gush,frc1884,12,7,5,1,0,5
gush,frc6393,13,11,8,1,0,10
gush,frc1797,14,10,5,2,0,5
gush,frc5823,15,9,7,1,0,5
gush,frc6766,16,14,3,2,0,0
gush,frc6356,17,15,8,2,0,5
gush,frc7080,18,24,6,3,10,0
gush,frc6952,19,21,3,3,0,8
gush,frc5839,20,28,7,2,0,0
gush,frc7006,21,23,8,3,0,0
gush,frc5516,22,19,7,3,0,0
gush,frc6801,23,18,4,0,5,0
gush,frc7149,24,17,5,3,0,0
gush,frc6948,25,31,4,3,5,0
gush,frc7184,26,27,-1,-1,0,5
gush,frc7047,27,16,5,0,0,0
gush,frc6946,28,22,6,0,0,0
gush,frc6383,29,26,-1,-1,0,0
gush,frc5445,30,29,-1,-1,0,0
gush,frc7238,31,30,-1,-1,0,0
gush,frc7095,32,32,-1,-1,0,0
gush,frc7000,33,33,-1,-1,0,0
gush,frc6940,34,34,-1,-1,0,0
gush,frc7009,35,35,-1,-1,0,0
hiho,frc4253,1,1,1,1,30,10
hiho,frc359,2,3,1,2,30,5
hiho,frc368,3,8,2,2,20,5
hiho,frc4984,4,2,2,1,20,0
hiho,frc1622,5,4,3,1,10,10
hiho,frc2443,6,7,5,1,10,5
hiho,frc1378,7,21,2,3,20,8
hiho,frc1661,8,6,3,2,10,0
hiho,frc244,9,26,1,3,30,0
hiho,frc2445,10,18,5,2,10,5
hiho,frc3882,11,5,4,1,0,5
hiho,frc6909,12,10,4,2,0,8
hiho,frc3008,13,14,8,1,0,5
hiho,frc2437,14,9,6,1,0,0
hiho,frc288,15,11,6,2,0,0
hiho,frc2090,16,13,7,2,0,0
hiho,frc2465,17,12,7,1,0,0
hiho,frc6704,18,22,7,3,0,5
hiho,frc216,19,34,5,3,10,0
hiho,frc2477,20,31,3,3,10,0
hiho,frc2444,21,25,8,2,0,0
hiho,frc4270,22,33,8,3,0,5
hiho,frc2896,23,16,6,3,0,0
hiho,frc7069,24,15,5,0,0,5
hiho,frc3721,25,29,-1,-1,0,5
hiho,frc2439,26,19,-1,-1,0,0
hiho,frc3881,27,17,-1,-1,0,0
hiho,frc3878,28,20,-1,-1,0,0
hiho,frc1739,29,23,-1,-1,0,0
hiho,frc5625,30,24,-1,-1,0,0
hiho,frc5701,31,27,-1,-1,0,0
hiho,frc2438,32,36,4,3,0,0
hiho,frc2853,33,30,-1,-1,0,0
hiho,frc6308,34,28,-1,-1,0,0
hiho,frc2441,35,32,-1,-1,0,0
hiho,frc6309,36,35,-1,-1,0,0
hiho,frc3800,37,37,-1,-1,0,0
iacf,frc1156,1,13,4,2,30,5
iacf,frc3928,2,2,2,1,20,8
iacf,frc6424,3,4,4,1,30,0
iacf,frc6025,4,17,4,3,30,10
iacf,frc525,5,6,2,2,20,5
iacf,frc1710,6,24,1,2,10,10
iacf,frc4818,7,3,3,1,10,5
iacf,frc2410,8,1,1,1,10,0
iacf,frc2526,9,16,3,2,10,5
iacf,frc6317,10,7,6,1,0,5
iacf,frc1982,11,8,7,1,0,5
iacf,frc167,12,5,5,1,0,0
iacf,frc5914,13,46,2,3,20,0
iacf,frc5576,14,10,5,2,0,0
iacf,frc5006,15,31,6,2,0,5
iacf,frc5690,16,22,3,3,10,0
iacf,frc931,17,9,8,1,0,0
iacf,frc3633,18,23,1,3,10,0
iacf,frc6420,19,11,8,3,0,0
iacf,frc4959,20,25,7,2,0,0
iacf,frc2987,21,18,7,3,0,0
iacf,frc6359,22,20,6,3,0,0
iacf,frc4500,23,51,8,2,0,0
iacf,frc4646,24,12,3,0,0,0
iacf,frc6630,25,34,-1,-1,0,5
iacf,frc6999,26,49,-1,-1,0,8
iacf,frc2874,27,15,-1,-1,0,0
iacf,frc6467,28,14,-1,-1,0,0
iacf,frc1094,29,19,-1,-1,0,0
iacf,frc967,30,21,-1,-1,0,0
iacf,frc7309,31,44,-1,-1,0,5
iacf,frc7142,32,26,-1,-1,0,0
iacf,frc3206,33,28,-1,-1,0,0
iacf,frc5935,34,30,-1,-1,0,0
iacf,frc6164,35,29,-1,-1,0,0
iacf,frc6391,36,27,-1,-1,0,0
iacf,frc1985,37,50,-1,-1,0,5
iacf,frc4329,38,54,5,3,0,0
iacf,frc4021,39,35,-1,-1,0,0
iacf,frc4054,40,32,-1,-1,0,0
iacf,frc4506,41,36,-1,-1,0,0
iacf,frc7122,42,33,-1,-1,0,0
iacf,frc2549,43,38,-1,-1,0,0
iacf,frc2957,44,39,-1,-1,0,0
iacf,frc6889,45,37,-1,-1,0,0
iacf,frc6950,46,40,-1,-1,0,0
iacf,frc3026,47,41,-1,-1,0,0
iacf,frc4260,48,45,-1,-1,0,0
iacf,frc5041,49,42,-1,-1,0,0
iacf,frc6419,50,43,-1,-1,0,0
iacf,frc2530,51,47,-1,-1,0,0
iacf,frc6379,52,48,-1,-1,0,0
iacf,frc5991,53,52,-1,-1,0,0
iacf,frc6320,54,53,-1,-1,0,0
iacf,frc6371,55,55,-1,-1,0,0
iacf,frc5837,56,56,-1,-1,0,0
iacf,frc6412,57,57,-1,-1,0,0
iacf,frc5906,58,58,-1,-1,0,0
iacf,frc6455,59,59,-1,-1,0,0
iacf,frc6536,60,60,-1,-1,0,0
iacf,frc7141,61,61,-1,-1,0,0
idbo,frc2122,1,1,1,1,30,5
idbo,frc1619,2,2,1,2,30,5
idbo,frc3239,3,4,3,1,20,0
idbo,frc2130,4,8,3,2,20,0
idbo,frc3230,5,3,2,1,10,5
idbo,frc1983,6,6,4,1,10,5
idbo,frc3256,7,7,4,2,10,5
idbo,frc3128,8,5,2,2,10,0
idbo,frc3145,9,25,1,3,30,0
idbo,frc3598,10,13,8,1,0,13
idbo,frc4944,11,12,7,2,0,10
idbo,frc5496,12,9,5,1,0,5
idbo,frc3288,13,27,3,3,20,0
idbo,frc2102,14,19,5,2,0,5
idbo,frc4175,15,10,6,1,0,0
idbo,frc1891,16,15,2,3,10,0
idbo,frc115,17,11,7,1,0,0
idbo,frc4135,18,21,8,3,0,5
idbo,frc1569,19,20,8,2,0,0
idbo,frc6411,20,14,7,3,0,0
idbo,frc4598,21,35,4,3,10,0
idbo,frc2594,22,16,6,3,0,0
idbo,frc5933,23,32,6,2,0,0
idbo,frc5461,24,17,-1,-1,0,5
idbo,frc7148,25,18,-1,-1,0,5
idbo,frc7301,26,28,-1,-1,0,8
idbo,frc3245,27,24,5,3,0,0
idbo,frc3006,28,23,-1,-1,0,0
idbo,frc4643,29,22,-1,-1,0,0
idbo,frc3513,30,26,-1,-1,0,0
idbo,frc3243,31,29,-1,-1,0,0
idbo,frc5871,32,38,-1,-1,0,5
idbo,frc3562,33,31,-1,-1,0,0
idbo,frc4585,34,30,-1,-1,0,0
idbo,frc6358,35,33,-1,-1,0,0
idbo,frc1566,36,34,-1,-1,0,0
idbo,frc5430,37,36,-1,-1,0,0
idbo,frc5630,38,37,-1,-1,0,0
idbo,frc6680,39,39,-1,-1,0,0
ilch,frc16,1,1,1,1,30,5
ilch,frc2451,2,10,1,2,30,5
ilch,frc1706,3,7,2,2,20,5
ilch,frc578,4,2,2,1,20,0
ilch,frc6823,5,21,1,3,30,5
ilch,frc269,6,3,3,1,10,5
ilch,frc341,7,8,5,2,10,8
ilch,frc111,8,9,3,2,10,5
ilch,frc2040,9,5,5,1,10,5
ilch,frc5822,10,29,2,3,20,0
ilch,frc2338,11,4,4,1,0,0
ilch,frc4213,12,6,4,2,0,0
ilch,frc5934,13,16,5,3,10,0
ilch,frc1511,14,17,8,2,0,5
ilch,frc6803,15,11,6,1,0,0
ilch,frc4241,16,12,7,1,0,0
ilch,frc3695,17,13,7,2,0,0
ilch,frc6991,18,22,6,2,0,0
ilch,frc5013,19,14,8,1,0,0
ilch,frc1781,20,40,3,3,10,0
ilch,frc4096,21,19,8,3,0,0
ilch,frc2905,22,26,-1,-1,0,10
ilch,frc5442,23,18,7,3,0,0
ilch,frc2010,24,32,4,3,0,5
ilch,frc5847,25,15,-1,-1,0,5
ilch,frc6487,26,38,6,3,0,0
ilch,frc3061,27,37,-1,-1,0,5
ilch,frc2136,28,23,-1,-1,0,0
ilch,frc4787,29,20,-1,-1,0,0
ilch,frc2022,30,24,-1,-1,0,0
ilch,frc3488,31,25,-1,-1,0,0
ilch,frc4702,32,27,-1,-1,0,0
ilch,frc101,33,30,-1,-1,0,0
ilch,frc2358,34,28,-1,-1,0,0
ilch,frc677,35,31,-1,-1,0,0
ilch,frc2039,36,36,-1,-1,0,0
ilch,frc2725,37,34,-1,-1,0,0
ilch,frc4979,38,33,-1,-1,0,0
ilch,frc6421,39,35,-1,-1,0,0
ilch,frc2704,40,39,-1,-1,0,0
ilch,frc5041,41,42,-1,-1,0,0
ilch,frc5125,42,43,-1,-1,0,0
ilch,frc7237,43,41,-1,-1,0,0
ilch,frc2151,44,54,-1,-1,0,5
ilch,frc3067,45,44,-1,-1,0,0
ilch,frc3110,46,46,-1,-1,0,0
ilch,frc3352,47,45,-1,-1,0,0
ilch,frc3734,48,47,-1,-1,0,0
ilch,frc4292,49,48,-1,-1,0,0
ilch,frc6906,50,49,-1,-1,0,0
ilch,frc4269,51,50,-1,-1,0,0
ilch,frc5350,52,51,-1,-1,0,0
ilch,frc4645,53,52,-1,-1,0,0
ilch,frc2709,54,53,-1,-1,0,0
ilpe,frc1756,1,1,1,1,30,5
ilpe,frc2481,2,3,1,2,30,5
ilpe,frc2826,3,6,2,2,20,5
ilpe,frc3695,4,2,2,1,20,0
ilpe,frc2338,5,9,5,2,10,8
ilpe,frc1736,6,13,3,2,10,5
ilpe,frc2081,7,7,5,1,10,5
ilpe,frc4096,8,25,2,3,20,10
ilpe,frc4143,9,4,3,1,10,0
ilpe,frc4645,10,35,1,3,30,0
ilpe,frc2220,11,8,4,2,0,5
ilpe,frc5442,12,5,4,1,0,0
ilpe,frc4356,13,17,3,3,10,5
ilpe,frc5847,14,11,7,1,0,5
ilpe,frc4655,15,14,6,2,0,5
ilpe,frc5822,16,10,6,1,0,0
ilpe,frc2169,17,15,7,3,0,5
ilpe,frc4213,18,12,8,1,0,0
ilpe,frc4256,19,23,8,3,0,5
ilpe,frc2704,20,33,5,3,10,0
ilpe,frc2040,21,18,8,2,0,0
ilpe,frc4296,22,31,7,2,0,0
ilpe,frc6874,23,26,-1,-1,0,8
ilpe,frc1329,24,28,6,3,0,0
ilpe,frc2358,25,27,4,3,0,0
ilpe,frc648,26,16,2,0,0,0
ilpe,frc4330,27,19,-1,-1,0,0
ilpe,frc4212,28,21,-1,-1,0,0
ilpe,frc4314,29,20,-1,-1,0,0
ilpe,frc4787,30,22,-1,-1,0,0
ilpe,frc6651,31,24,-1,-1,0,0
ilpe,frc4241,32,30,-1,-1,0,0
ilpe,frc6237,33,29,-1,-1,0,0
ilpe,frc4764,34,32,-1,-1,0,0
ilpe,frc4156,35,34,-1,-1,0,0
ilpe,frc81,36,36,-1,-1,0,0
ilpe,frc3352,37,37,-1,-1,0,0
lake,frc456,1,1,1,1,30,15
lake,frc1421,2,2,1,2,30,0
lake,frc2992,3,3,2,1,20,5
lake,frc364,4,4,2,2,20,5
lake,frc281,5,11,2,3,20,5
lake,frc3937,6,8,6,1,10,5
lake,frc5997,7,33,1,3,30,0
lake,frc6055,8,7,5,1,10,0
lake,frc4087,9,5,3,1,0,5
lake,frc5892,10,24,5,2,10,0
lake,frc2333,11,21,6,2,10,0
lake,frc3616,12,14,3,2,0,5
lake,frc2080,13,12,8,3,0,10
lake,frc3039,14,16,4,2,0,5
lake,frc3991,15,6,4,1,0,0
lake,frc5045,16,22,6,3,10,0
lake,frc3753,17,9,7,1,0,0
lake,frc3337,18,30,5,3,10,0
lake,frc4978,19,10,8,1,0,0
lake,frc7094,20,18,3,3,0,5
lake,frc6898,21,17,-1,-1,0,8
lake,frc3468,22,47,7,2,0,0
lake,frc4209,23,46,8,2,0,0
lake,frc2183,24,41,7,3,0,0
lake,frc1818,25,32,4,3,0,0
lake,frc4053,26,15,-1,-1,0,0
lake,frc7275,27,13,-1,-1,0,0
lake,frc2078,28,20,-1,-1,0,0
lake,frc2221,29,19,-1,-1,0,0
lake,frc6652,30,50,-1,-1,0,8
lake,frc6068,31,23,-1,-1,0,0
lake,frc1912,32,26,-1,-1,0,0
lake,frc3606,33,27,-1,-1,0,0
lake,frc3946,34,28,-1,-1,0,0
lake,frc6103,35,25,-1,-1,0,0
lake,frc5864,36,31,-1,-1,0,0
lake,frc7331,37,29,-1,-1,0,0
lake,frc1927,38,35,-1,-1,0,0
lake,frc5819,39,36,-1,-1,0,0
lake,frc6677,40,34,-1,-1,0,0
lake,frc4107,41,38,-1,-1,0,0
lake,frc4353,42,40,-1,-1,0,0
lake,frc5863,43,37,-1,-1,0,0
lake,frc590,44,39,-1,-1,0,0
lake,frc4336,45,44,-1,-1,0,0
lake,frc5953,46,43,-1,-1,0,0
lake,frc6489,47,42,-1,-1,0,0
lake,frc5965,48,54,-1,-1,0,5
lake,frc7316,49,45,-1,-1,0,0
lake,frc6923,50,48,-1,-1,0,0
lake,frc7288,51,49,-1,-1,0,0
lake,frc5168,52,51,-1,-1,0,0
lake,frc5785,53,52,-1,-1,0,0
lake,frc4335,54,53,-1,-1,0,0
lake,frc4179,55,55,-1,-1,0,0
mndu,frc4539,1,1,1,1,30,5
mndu,frc3276,2,3,1,2,30,5
mndu,frc4198,3,10,2,2,20,5
mndu,frc2052,4,2,2,1,20,0
mndu,frc4607,5,13,3,2,10,15
mndu,frc2202,6,14,4,2,10,8
mndu,frc3100,7,4,3,1,10,0
mndu,frc6628,8,5,4,1,10,0
mndu,frc2175,9,42,1,3,30,0
mndu,frc2846,10,34,2,3,20,5
mndu,frc93,11,7,6,1,0,5
mndu,frc2977,12,8,7,1,0,5
mndu,frc6022,13,6,5,1,0,0
mndu,frc5464,14,16,3,3,10,0
mndu,frc2526,15,11,6,2,0,0
mndu,frc5542,16,19,5,2,0,0
mndu,frc6217,17,9,8,1,0,0
mndu,frc2503,18,15,7,2,0,0
mndu,frc3294,19,17,8,2,0,0
mndu,frc4741,20,44,4,3,10,0
mndu,frc6160,21,18,8,3,0,0
mndu,frc3042,22,29,5,3,0,5
