Event,Team,Rank,Qual,Alliance #,Alliance Pick,Playoff Level,Awards
wila,frc1736,1,11,8,1,30,5
wila,frc2826,2,14,8,2,30,5
wila,frc4531,3,2,2,1,10,5
wila,frc2830,4,29,8,3,30,0
wila,frc4655,5,8,6,2,20,0
wila,frc6237,6,7,6,1,20,0
wila,frc7021,7,6,2,2,10,5
wila,frc930,8,4,4,1,10,5
wila,frc2169,9,37,6,3,20,10
wila,frc1986,10,1,1,1,0,8
wila,frc2194,11,9,4,2,10,0
wila,frc1756,12,13,1,2,0,5
wila,frc167,13,3,3,1,0,0
wila,frc1306,14,12,3,2,0,0
wila,frc2143,15,5,5,1,0,0
wila,frc4522,16,15,7,2,0,5
wila,frc5903,17,24,4,3,10,0
wila,frc3100,18,10,7,1,0,0
wila,frc3928,19,35,5,2,0,0
wila,frc5148,20,31,5,3,0,5
wila,frc537,21,52,2,3,10,5
wila,frc6630,22,16,1,3,0,5
wila,frc6424,23,28,7,3,0,0
wila,frc2062,24,23,-1,-1,0,5
wila,frc5464,25,22,-1,-1,0,5
wila,frc5914,26,17,3,3,0,0
wila,frc3055,27,19,-1,-1,0,0
wila,frc6613,28,18,-1,-1,0,0
wila,frc2498,29,21,-1,-1,0,0
wila,frc2977,30,20,-1,-1,0,0
wila,frc1775,31,27,-1,-1,0,0
wila,frc4021,32,25,-1,-1,0,0
wila,frc6217,33,26,-1,-1,0,0
wila,frc6574,34,30,-1,-1,0,0
wila,frc2530,35,33,-1,-1,0,0
wila,frc4011,36,32,-1,-1,0,0
wila,frc6913,37,34,-1,-1,0,0
wila,frc3381,38,36,-1,-1,0,0
wila,frc4247,39,38,-1,-1,0,0
wila,frc4624,40,39,-1,-1,0,0
wila,frc2077,41,42,-1,-1,0,0
wila,frc2506,42,41,-1,-1,0,0
wila,frc3206,43,40,-1,-1,0,0
wila,frc3090,44,43,-1,-1,0,0
wila,frc5003,45,44,-1,-1,0,0
wila,frc5586,46,45,-1,-1,0,0
wila,frc1091,47,46,-1,-1,0,0
wila,frc4762,48,47,-1,-1,0,0
wila,frc5339,49,48,-1,-1,0,0
wila,frc171,50,49,-1,-1,0,0
wila,frc5019,51,50,-1,-1,0,0
wila,frc6732,52,51,-1,-1,0,0
wila,frc6166,53,53,-1,-1,0,0
wimi,frc1259,1,1,1,1,30,5
wimi,frc2481,2,4,1,2,30,5
wimi,frc2194,3,21,7,2,20,5
wimi,frc1792,4,6,5,1,10,8
wimi,frc3197,5,8,7,1,20,0
wimi,frc4786,6,15,7,3,20,5
wimi,frc63,7,10,3,2,10,5
wimi,frc2202,8,3,3,1,10,0
wimi,frc6574,9,25,1,3,30,0
wimi,frc111,10,13,5,2,10,0
wimi,frc3130,11,2,2,1,0,0
wimi,frc323,12,9,2,2,0,0
wimi,frc3692,13,5,4,1,0,0
wimi,frc1675,14,20,5,3,10,0
wimi,frc4296,15,7,6,1,0,0
wimi,frc3418,16,24,3,3,10,0
wimi,frc279,17,14,6,2,0,0
wimi,frc93,18,16,6,3,0,5
wimi,frc930,19,28,4,2,0,0
wimi,frc269,20,11,8,1,0,0
wimi,frc1732,21,23,8,2,0,0
wimi,frc7103,22,34,2,3,0,8
wimi,frc1306,23,29,8,3,0,0
wimi,frc1108,24,18,-1,-1,0,5
wimi,frc3596,25,19,-1,-1,0,5
wimi,frc3381,26,37,-1,-1,0,10
wimi,frc5976,27,12,5,0,0,0
wimi,frc4247,28,17,-1,-1,0,0
wimi,frc5148,29,40,-1,-1,0,5
wimi,frc1781,30,22,-1,-1,0,0
wimi,frc537,31,54,4,3,0,5
wimi,frc2830,32,26,-1,-1,0,0
wimi,frc706,33,27,-1,-1,0,0
wimi,frc3081,34,31,-1,-1,0,0
wimi,frc5096,35,30,-1,-1,0,0
wimi,frc6421,36,32,-1,-1,0,0
wimi,frc1714,37,49,-1,-1,0,5
wimi,frc1091,38,33,-1,-1,0,0
wimi,frc2039,39,35,-1,-1,0,0
wimi,frc6651,40,36,-1,-1,0,0
wimi,frc6807,41,51,-1,-1,0,5
wimi,frc1716,42,39,-1,-1,0,0
wimi,frc5855,43,38,-1,-1,0,0
wimi,frc2077,44,43,-1,-1,0,0
wimi,frc2470,45,44,-1,-1,0,0
wimi,frc6223,46,42,-1,-1,0,0
wimi,frc6670,47,41,-1,-1,0,0
wimi,frc2062,48,45,-1,-1,0,0
wimi,frc5586,49,46,-1,-1,0,0
wimi,frc6643,50,47,-1,-1,0,0
wimi,frc2506,51,48,-1,-1,0,0
wimi,frc4804,52,50,-1,-1,0,0
wimi,frc2574,53,52,-1,-1,0,0
wimi,frc6624,54,53,-1,-1,0,0
wimi,frc6381,55,55,-1,-1,0,0
