Event,Team,DP Rank,Qual Rank,Alliance #,Alliance Pick,Qual DP,Alliance DP,Playoff DP,Awards DP,Total DP,,,,
2018shmi,frc6353,14,13,8,1,16,9,0,8,33,,,,
2018shmi,frc6361,15,9,3,2,17,14,0,0,31,,,,
2018shmi,frc6827,16,11,5,2,16,12,0,0,28,,,,
2018shmi,frc6386,17,21,8,2,13,9,0,5,27,,,,
2018shmi,frc6949,18,12,7,1,16,10,0,0,26,,,,
2018shmi,frc6991,19,28,4,3,11,4,10,0,25,,,,
2018shmi,frc6392,20,15,7,3,15,7,0,0,22,,,,
2018shmi,frc6940,21,22,8,3,13,8,0,0,21,,,,
2018shmi,frc6771,22,16,5,3,15,5,0,0,20,,,,
2018shmi,frc6990,23,18,3,3,14,3,0,0,17,,,,
2018shmi,frc7134,24,35,-1,-1,9,0,0,8,17,,,,
2018shmi,frc7001,25,36,-1,-1,8,0,0,5,13,,,,
2018shmi,frc6354,26,26,-1,-1,12,0,0,0,12,,,,
2018shmi,frc6360,27,25,7,0,12,0,0,0,12,,,,
2018shmi,frc6441,28,24,8,0,12,0,0,0,12,,,,
2018shmi,frc6433,29,29,-1,-1,11,0,0,0,11,,,,
2018shmi,frc7002,30,27,-1,-1,11,0,0,0,11,,,,
2018shmi,frc6362,31,30,-1,-1,10,0,0,0,10,,,,
2018shmi,frc6967,32,31,-1,-1,10,0,0,0,10,,,,
2018shmi,frc6986,33,32,-1,-1,10,0,0,0,10,,,,
2018shmi,frc6494,34,34,-1,-1,9,0,0,0,9,,,,
2018shmi,frc7146,35,33,-1,-1,9,0,0,0,9,,,,
2018shmi,frc6399,36,38,-1,-1,8,0,0,0,8,,,,
2018shmi,frc6818,37,37,-1,-1,8,0,0,0,8,,,,
2018shmi,frc6376,38,40,-1,-1,7,0,0,0,7,,,,
2018shmi,frc7242,39,39,-1,-1,7,0,0,0,7,,,,
2018shmi,frc6971,40,41,-1,-1,6,0,0,0,6,,,,
2018shmi,frc5308,41,43,-1,-1,5,0,0,0,5,,,,
2018shmi,frc6997,42,42,-1,-1,5,0,0,0,5,,,,
2018shmi,frc6018,43,44,-1,-1,4,0,0,0,4,,,,
2018tnkn,frc2614,1,1,1,1,22,16,30,5,73,1,1,,
2018tnkn,frc4265,2,8,1,2,18,16,30,8,72,8,8,,
2018tnkn,frc3489,3,2,2,1,21,15,20,5,61,2,2,,
2018tnkn,frc3959,4,7,2,2,18,15,20,5,58,7,,,
2018tnkn,frc3140,5,4,4,1,20,13,10,5,48,,,,
2018tnkn,frc5492,6,3,3,1,21,14,10,0,45,,,,
2018tnkn,frc4306,7,29,1,3,12,1,30,0,43,,29,,
2018tnkn,frc3824,8,12,3,2,16,14,10,0,40,,,,
2018tnkn,frc744,9,13,4,2,16,13,10,0,39,,,,
2018tnkn,frc1466,10,14,2,3,16,2,20,0,38,,,,
2018tnkn,frc5508,11,5,5,1,19,12,0,5,36,,,,
2018tnkn,frc6517,12,10,7,1,17,10,0,5,32,,,,
2018tnkn,frc3490,13,6,5,2,19,12,0,0,31,,,,
2018tnkn,frc3966,14,11,8,1,17,9,0,5,31,,,,
2018tnkn,frc4264,15,9,6,1,17,11,0,0,28,,,,
2018tnkn,frc343,16,16,7,3,15,7,0,5,27,,,,
2018tnkn,frc108,17,32,4,3,11,4,10,0,25,,,,
2018tnkn,frc4504,18,33,3,3,11,3,10,0,24,,,,
2018tnkn,frc144,19,34,8,3,10,8,0,5,23,,,,
2018tnkn,frc1038,20,24,8,2,13,9,0,0,22,,,,
2018tnkn,frc2393,21,30,7,2,11,10,0,0,21,,,,
2018tnkn,frc4576,22,43,6,2,8,11,0,0,19,,,,
2018tnkn,frc6928,23,26,-1,-1,12,0,0,5,17,,,,
2018tnkn,frc6846,24,42,-1,-1,8,0,0,8,16,,,,
2018tnkn,frc2190,25,17,-1,-1,15,0,0,0,15,,,,
2018tnkn,frc2973,26,15,-1,-1,15,0,0,0,15,,,,
2018tnkn,frc4462,27,18,-1,-1,15,0,0,0,15,,,,
2018tnkn,frc4083,28,20,-1,-1,14,0,0,0,14,,,,
2018tnkn,frc4284,29,19,-1,-1,14,0,0,0,14,,,,
2018tnkn,frc4630,30,22,-1,-1,14,0,0,0,14,,,,
2018tnkn,frc283,31,25,-1,-1,13,0,0,0,13,,,,
2018tnkn,frc6302,32,23,-1,-1,13,0,0,0,13,,,,
2018tnkn,frc5005,33,27,-1,-1,12,0,0,0,12,,,,
2018tnkn,frc6858,34,28,-1,-1,12,0,0,0,12,,,,
2018tnkn,frc1293,35,37,-1,-1,10,0,0,0,10,,,,
2018tnkn,frc5022,36,35,-1,-1,10,0,0,0,10,,,,
2018tnkn,frc6654,37,36,-1,-1,10,0,0,0,10,,,,
2018tnkn,frc3821,38,40,-1,-1,9,0,0,0,9,,,,
2018tnkn,frc5186,39,38,-1,-1,9,0,0,0,9,,,,
2018tnkn,frc6157,40,39,-1,-1,9,0,0,0,9,,,,
2018tnkn,frc4764,41,41,-1,-1,8,0,0,0,8,,,,
2018tnkn,frc538,42,44,-1,-1,7,0,0,0,7,,,,
2018tnkn,frc6219,43,45,-1,-1,7,0,0,0,7,,,,
2018tnkn,frc2856,44,46,-1,-1,6,0,0,0,6,,,,
2018tnkn,frc5002,45,47,-1,-1,6,0,0,0,6,,,,
2018tnkn,frc3201,46,48,-1,-1,5,0,0,0,5,,,,
2018tnkn,frc3984,47,49,-1,-1,4,0,0,0,4,,,,
2018tnkn,frc5744,48,50,-1,-1,4,0,0,0,4,,,,
2018tuis,frc7140,1,4,1,2,19,16,30,5,70,4,4,,
2018tuis,frc6985,2,3,2,1,20,15,20,0,55,3,3,,
2018tuis,frc4191,3,7,3,2,17,14,10,8,49,7,,,
2018tuis,frc6415,4,5,3,1,19,14,10,5,48,5,,,
2018tuis,frc6014,5,8,2,2,17,15,10,5,47,,,,
2018tuis,frc7293,6,20,1,3,12,1,30,0,43,,20,,
2018tuis,frc6038,7,6,4,1,18,13,10,0,41,,,,
2018tuis,frc7239,8,24,4,2,11,13,10,5,39,,,,
2018tuis,frc7295,9,21,2,3,12,2,20,0,34,,,,
2018tuis,frc6838,10,22,7,2,12,10,0,8,30,,,,
2018tuis,frc6303,11,13,4,3,15,4,10,0,29,,,,
2018tuis,frc2905,12,17,6,2,13,11,0,5,29,,,,
2018tuis,frc7297,13,9,5,1,16,12,0,0,28,,,,
2018tuis,frc7291,14,26,5,2,10,12,0,5,27,,,,
2018tuis,frc7071,15,10,6,1,16,11,0,0,27,,,,
2018tuis,frc7070,16,11,7,1,16,10,0,0,26,,,,
2018tuis,frc7086,17,12,8,1,15,9,0,0,24,,,,
2018tuis,frc6436,18,25,8,3,11,8,0,5,24,,,,
2018tuis,frc7035,19,19,2,0,13,0,10,0,23,,,,
2018tuis,frc7010,20,14,8,2,14,9,0,0,23,,,,
2018tuis,frc6697,21,15,7,3,14,7,0,0,21,,,,
2018tuis,frc3646,22,2,-1,-1,21,0,0,0,21,,,,
2018tuis,frc6989,23,16,6,3,14,6,0,0,20,,,,
2018tuis,frc7296,24,18,5,3,13,5,0,0,18,,,,
2018tuis,frc6232,25,27,4,0,10,0,0,5,15,,,,
2018tuis,frc5665,26,30,-1,-1,9,0,0,5,14,,,,
2018tuis,frc7108,27,23,-1,-1,11,0,0,0,11,,,,
2018tuis,frc7227,28,35,-1,-1,6,0,0,5,11,,,,
2018tuis,frc6064,29,29,-1,-1,9,0,0,0,9,,,,
2018tuis,frc7294,30,32,-1,-1,8,0,0,0,8,,,,
2018tuis,frc7298,31,31,-1,-1,8,0,0,0,8,,,,
2018tuis,frc5558,32,33,-1,-1,7,0,0,0,7,,,,
2018tuis,frc7290,33,34,-1,-1,6,0,0,0,6,,,,
2018tuis,frc7228,34,36,-1,-1,5,0,0,0,5,,,,
2018tuis,frc7292,35,37,-1,-1,4,0,0,0,4,,,,
2018txda,frc118,1,2,1,2,22,16,30,5,73,2,2,,
2018txda,frc148,2,1,1,1,22,16,30,5,73,1,1,,
2018txda,frc3005,3,3,2,1,21,15,20,5,61,3,3,,
2018txda,frc2848,4,4,2,2,20,15,20,5,60,4,,,
2018txda,frc3179,5,8,5,1,18,12,10,5,45,,,,
2018txda,frc2333,6,5,3,1,20,14,10,0,44,,,,
2018txda,frc7179,7,13,5,2,17,12,10,5,44,,,,
2018txda,frc3802,8,6,3,2,19,14,10,0,43,,,,
2018txda,frc2789,9,36,1,3,11,1,30,0,42,,36,,
2018txda,frc2723,10,18,2,3,15,2,20,0,37,,,,
2018txda,frc7303,11,15,3,3,16,3,10,8,37,,,,
2018txda,frc5431,12,7,4,1,19,13,0,5,37,,,,
2018txda,frc3593,13,10,6,2,18,11,0,5,34,,,,
2018txda,frc3355,14,9,6,1,18,11,0,0,29,,,,
2018txda,frc1255,15,29,5,3,13,5,10,0,28,,,,
2018txda,frc5889,16,11,7,1,17,10,0,0,27,,,,
2018txda,frc4206,17,14,8,1,16,9,0,0,25,,,,
2018txda,frc1477,18,47,7,2,9,10,0,5,24,,,,
2018txda,frc3676,19,16,8,3,16,8,0,0,24,,,,
2018txda,frc4192,20,22,8,2,14,9,0,0,23,,,,
2018txda,frc7120,21,21,-1,-1,15,0,0,5,20,,,,
2018txda,frc6672,22,26,4,3,14,4,0,0,18,,,,
2018txda,frc5417,23,55,6,3,6,6,0,5,17,,,,
2018txda,frc6655,24,17,7,0,16,0,0,0,16,,,,
2018txda,frc5242,25,19,-1,-1,15,0,0,0,15,,,,
2018txda,frc6321,26,20,-1,-1,15,0,0,0,15,,,,
2018txda,frc6171,27,53,7,3,7,7,0,0,14,,,,
2018txda,frc5212,28,23,-1,-1,14,0,0,0,14,,,,
2018txda,frc6526,29,25,-1,-1,14,0,0,0,14,,,,
2018txda,frc7091,30,24,-1,-1,14,0,0,0,14,,,,
2018txda,frc2805,31,27,-1,-1,13,0,0,0,13,,,,
2018txda,frc5682,32,30,-1,-1,13,0,0,0,13,,,,
2018txda,frc647,33,28,-1,-1,13,0,0,0,13,,,,
2018txda,frc4076,34,35,-1,-1,12,0,0,0,12,,,,
2018txda,frc6133,35,31,-1,-1,12,0,0,0,12,,,,
2018txda,frc6901,36,34,-1,-1,12,0,0,0,12,,,,
2018txda,frc7319,37,33,-1,-1,12,0,0,0,12,,,,
2018txda,frc2164,38,37,-1,-1,11,0,0,0,11,,,,
2018txda,frc5775,39,38,-1,-1,11,0,0,0,11,,,,
2018txda,frc5960,40,39,-1,-1,11,0,0,0,11,,,,
2018txda,frc6671,41,40,-1,-1,11,0,0,0,11,,,,
2018txda,frc1382,42,43,-1,-1,10,0,0,0,10,,,,
2018txda,frc3282,43,41,-1,-1,10,0,0,0,10,,,,
2018txda,frc6369,44,44,-1,-1,10,0,0,0,10,,,,
2018txda,frc7121,45,42,-1,-1,10,0,0,0,10,,,,
2018txda,frc3370,46,48,-1,-1,9,0,0,0,9,,,,
2018txda,frc5057,47,45,-1,-1,9,0,0,0,9,,,,
2018txda,frc6646,48,46,-1,-1,9,0,0,0,9,,,,
2018txda,frc1745,49,51,-1,-1,8,0,0,0,8,,,,
2018txda,frc3037,50,50,-1,-1,8,0,0,0,8,,,,
2018txda,frc7119,51,49,-1,-1,8,0,0,0,8,,,,
2018txda,frc3507,52,52,-1,-1,7,0,0,0,7,,,,
2018txda,frc6768,53,54,-1,-1,7,0,0,0,7,,,,
2018txda,frc5639,54,56,-1,-1,6,0,0,0,6,,,,
2018txda,frc6751,55,58,-1,-1,5,0,0,0,5,,,,
2018txda,frc7321,56,57,-1,-1,5,0,0,0,5,,,,
2018txda,frc5411,57,59,-1,-1,4,0,0,0,4,,,,
2018txda,frc7125,58,60,-1,-1,3,0,0,0,3,,,,
2018txel,frc3310,1,1,1,1,22,16,30,5,73,1,1,,
2018txel,frc624,2,2,1,2,21,16,30,5,72,2,2,,
2018txel,frc2468,3,4,3,1,19,14,20,5,58,4,4,,
2018txel,frc4183,4,3,2,1,20,15,10,5,50,3,,,
2018txel,frc5431,5,5,4,1,19,13,10,5,47,,,,
2018txel,frc418,6,27,3,2,10,14,20,0,44,,,,
2018txel,frc3481,7,6,2,2,18,15,10,0,43,,,,
2018txel,frc4063,8,15,4,2,14,13,10,5,42,,,,
2018txel,frc5344,9,32,1,3,8,1,30,0,39,,32,,
2018txel,frc3158,10,13,3,3,15,3,20,0,38,,,,
2018txel,frc6200,11,8,6,1,17,11,0,5,33,,,,
2018txel,frc6832,12,12,8,1,15,9,0,8,32,,,,
2018txel,frc4735,13,11,7,2,16,10,0,5,31,,,,
2018txel,frc6131,14,7,5,1,17,12,0,0,29,,,,
2018txel,frc5242,15,9,6,2,16,11,0,0,27,,,,
2018txel,frc5783,16,19,8,2,13,9,0,5,27,,,,
2018txel,frc6171,17,20,4,3,12,4,10,0,26,,,,
2018txel,frc3335,18,14,5,2,14,12,0,0,26,,,,
2018txel,frc1817,19,10,7,1,16,10,0,0,26,,,,
2018txel,frc7059,20,24,2,3,11,2,10,0,23,,,,
2018txel,frc6377,21,18,8,3,13,8,0,0,21,,,,
2018txel,frc6133,22,17,7,3,13,7,0,0,20,,,,
2018txel,frc6974,23,30,6,3,9,6,0,5,20,,,,
2018txel,frc6144,24,29,5,3,9,5,0,5,19,,,,
2018txel,frc5613,25,26,-1,-1,10,0,0,5,15,,,,
2018txel,frc2583,26,33,-1,-1,7,0,0,8,15,,,,
2018txel,frc4378,27,16,-1,-1,14,0,0,0,14,,,,
2018txel,frc2613,28,22,-1,-1,12,0,0,0,12,,,,
2018txel,frc6682,29,21,-1,-1,12,0,0,0,12,,,,
2018txel,frc1164,30,25,-1,-1,11,0,0,0,11,,,,
2018txel,frc3043,31,23,-1,-1,11,0,0,0,11,,,,
2018txel,frc3545,32,28,-1,-1,9,0,0,0,9,,,,
2018txel,frc5047,33,31,-1,-1,8,0,0,0,8,,,,
2018txel,frc3029,34,34,-1,-1,6,0,0,0,6,,,,
2018txel,frc5866,35,35,-1,-1,6,0,0,0,6,,,,
2018txel,frc3366,36,36,-1,-1,5,0,0,0,5,,,,
2018txho,frc4587,1,2,1,2,21,16,30,5,72,2,2,,
2018txho,frc7179,2,3,2,1,20,15,20,8,63,3,3,,
2018txho,frc5427,3,4,3,1,19,14,10,5,48,4,,,
2018txho,frc3847,4,11,3,2,16,14,10,5,45,11,,,
2018txho,frc6377,5,37,1,3,6,1,30,5,42,,37,,
2018txho,frc3676,6,7,5,1,18,12,10,0,40,,,,
2018txho,frc6951,7,5,4,1,19,13,0,5,37,,,,
2018txho,frc4639,8,15,5,2,14,12,10,0,36,,,,
2018txho,frc5908,9,19,2,3,13,2,20,0,35,,,,
2018txho,frc2587,10,13,5,3,15,5,10,0,30,,,,
2018txho,frc192,11,10,8,1,16,9,0,5,30,,,,
2018txho,frc5414,12,14,8,2,15,9,0,5,29,,,,
2018txho,frc5986,13,8,6,1,17,11,0,0,28,,,,
2018txho,frc3735,14,18,7,2,13,10,0,5,28,,,,
2018txho,frc5892,15,17,3,3,14,3,10,0,27,,,,
2018txho,frc6321,16,12,6,2,16,11,0,0,27,,,,
2018txho,frc3999,17,9,7,1,17,10,0,0,27,,,,
2018txho,frc3335,18,24,6,3,12,6,0,5,23,,,,
2018txho,frc3103,19,31,4,2,9,13,0,0,22,,,,
2018txho,frc2881,20,28,7,3,10,7,0,5,22,,,,
2018txho,frc231,21,22,8,3,12,8,0,0,20,,,,
2018txho,frc441,22,25,4,3,11,4,0,0,15,,,,
2018txho,frc2585,23,16,4,0,14,0,0,0,14,,,,
2018txho,frc6727,24,20,-1,-1,13,0,0,0,13,,,,
2018txho,frc5261,25,21,-1,-1,12,0,0,0,12,,,,
2018txho,frc6488,26,23,-1,-1,12,0,0,0,12,,,,
2018txho,frc4328,27,27,-1,-1,11,0,0,0,11,,,,
2018txho,frc5829,28,26,-1,-1,11,0,0,0,11,,,,
2018txho,frc457,29,29,-1,-1,10,0,0,0,10,,,,
2018txho,frc6754,30,39,-1,-1,5,0,0,5,10,,,,
2018txho,frc3728,31,30,-1,-1,9,0,0,0,9,,,,
2018txho,frc4295,32,32,-1,-1,9,0,0,0,9,,,,
2018txho,frc2966,33,33,-1,-1,8,0,0,0,8,,,,
2018txho,frc653,34,34,-1,-1,8,0,0,0,8,,,,
2018txho,frc2950,35,36,-1,-1,7,0,0,0,7,,,,
2018txho,frc4694,36,35,-1,-1,7,0,0,0,7,,,,
2018txho,frc6547,37,38,-1,-1,6,0,0,0,6,,,,
2018txho,frc7115,38,40,-1,-1,4,0,0,0,4,,,,
2018txlu,frc846,1,4,1,2,19,16,30,5,70,4,4,,
2018txlu,frc6672,2,5,3,1,19,14,20,5,58,5,5,,
2018txlu,frc1817,3,25,3,2,11,14,20,5,50,25,,,
2018txlu,frc418,4,8,4,2,17,13,10,8,48,8,,,
2018txlu,frc5572,5,2,2,1,21,15,10,0,46,,,,
2018txlu,frc3931,6,3,2,2,20,15,10,0,45,,,,
2018txlu,frc4717,7,6,4,1,18,13,10,0,41,,,,
2018txlu,frc4610,8,35,1,3,7,1,30,0,38,,35,,
2018txlu,frc2657,9,15,3,3,14,3,20,0,37,,,,
2018txlu,frc3526,10,9,5,2,17,12,0,5,34,,,,
2018txlu,frc3481,11,11,6,2,16,11,0,5,32,,,,
2018txlu,frc4219,12,7,5,1,18,12,0,0,30,,,,
2018txlu,frc6993,13,29,4,3,10,4,10,5,29,,,,
2018txlu,frc6800,14,21,7,3,12,7,0,8,27,,,,
2018txlu,frc5526,15,12,7,1,16,10,0,0,26,,,,
2018txlu,frc4355,16,13,7,2,15,10,0,0,25,,,,
2018txlu,frc2240,17,26,8,2,11,9,0,5,25,,,,
2018txlu,frc5052,18,14,8,1,15,9,0,0,24,,,,
2018txlu,frc5783,19,28,2,3,10,2,10,0,22,,,,
2018txlu,frc5866,20,17,8,3,14,8,0,0,22,,,,
2018txlu,frc2359,21,18,5,3,13,5,0,0,18,,,,
2018txlu,frc7271,22,20,-1,-1,13,0,0,5,18,,,,
2018txlu,frc3679,23,31,6,3,9,6,0,0,15,,,,
2018txlu,frc5312,24,16,4,0,14,0,0,0,14,,,,
2018txlu,frc4301,25,19,-1,-1,13,0,0,0,13,,,,
2018txlu,frc2283,26,34,-1,-1,8,0,0,5,13,,,,
2018txlu,frc3366,27,22,-1,-1,12,0,0,0,12,,,,
2018txlu,frc5613,28,24,-1,-1,12,0,0,0,12,,,,
2018txlu,frc6357,29,23,-1,-1,12,0,0,0,12,,,,
2018txlu,frc4364,30,27,-1,-1,11,0,0,0,11,,,,
2018txlu,frc6199,31,38,-1,-1,6,0,0,5,11,,,,
2018txlu,frc4734,32,32,-1,-1,9,0,0,0,9,,,,
2018txlu,frc4799,33,30,-1,-1,9,0,0,0,9,,,,
2018txlu,frc1642,34,33,-1,-1,8,0,0,0,8,,,,
2018txlu,frc2158,35,36,-1,-1,7,0,0,0,7,,,,
2018txlu,frc5888,36,37,-1,-1,6,0,0,0,6,,,,
2018txlu,frc3743,37,39,-1,-1,5,0,0,0,5,,,,
2018txlu,frc4641,38,40,-1,-1,4,0,0,0,4,,,,
2018txpa,frc624,1,1,1,1,22,16,30,5,73,1,1,,
2018txpa,frc118,2,2,1,2,21,16,30,5,72,2,2,,
2018txpa,frc4587,3,4,3,1,19,14,20,5,58,4,4,,
2018txpa,frc6800,4,6,3,2,17,14,20,5,56,6,,,
2018txpa,frc1255,5,3,2,1,20,15,10,5,50,,,,
2018txpa,frc1745,6,8,2,2,16,15,10,0,41,,,,
2018txpa,frc3802,7,5,4,1,18,13,10,0,41,,,,
2018txpa,frc6645,8,26,1,3,8,1,30,0,39,,26,,
2018txpa,frc2881,9,9,5,1,16,12,0,5,33,,,,
2018txpa,frc6111,10,10,6,1,15,11,0,5,31,,,,
2018txpa,frc4192,11,13,6,2,14,11,0,5,30,,,,
2018txpa,frc5829,12,28,3,3,6,3,20,0,29,,,,
2018txpa,frc7312,13,18,8,3,12,8,0,8,28,,,,
2018txpa,frc5427,14,14,8,2,13,9,0,5,27,,,,
2018txpa,frc6488,15,19,4,3,11,4,10,0,25,,,,
2018txpa,frc5923,16,11,7,1,15,10,0,0,25,,,,
2018txpa,frc6898,17,12,8,1,14,9,0,0,23,,,,
2018txpa,frc2882,18,17,7,2,12,10,0,0,22,,,,
2018txpa,frc2587,19,15,7,3,13,7,0,0,20,,,,
2018txpa,frc231,20,23,6,3,9,6,0,5,20,,,,
2018txpa,frc6369,21,29,2,3,5,2,10,0,17,,,,
2018txpa,frc3103,22,24,-1,-1,9,0,0,8,17,,,,
2018txpa,frc6363,23,22,5,3,10,5,0,0,15,,,,
2018txpa,frc2582,24,16,-1,-1,12,0,0,0,12,,,,
2018txpa,frc3834,25,21,-1,-1,10,0,0,0,10,,,,
2018txpa,frc5070,26,25,-1,-1,8,0,0,0,8,,,,
2018txpa,frc647,27,27,-1,-1,7,0,0,0,7,,,,
2018txpa,frc2897,28,30,-1,-1,4,0,0,0,4,,,,
2018txsa,frc3847,1,1,1,1,22,16,30,5,73,1,1,,
2018txsa,frc5572,2,4,3,1,20,14,20,5,59,4,4,,
2018txsa,frc5986,3,5,3,2,19,14,20,0,53,5,,,
2018txsa,frc4639,4,3,2,1,21,15,10,5,51,3,,,
2018txsa,frc4063,5,7,2,2,18,15,10,5,48,,,,
2018txsa,frc457,6,8,5,1,18,12,10,0,40,,,,
2018txsa,frc3997,7,9,5,2,17,12,10,0,39,,,,
2018txsa,frc4219,8,22,3,3,14,3,20,0,37,,,,
2018txsa,frc3679,9,6,4,1,19,13,0,5,37,,,,
2018txsa,frc5726,10,51,1,3,4,1,30,0,35,,51,,
2018txsa,frc5866,11,12,4,2,16,13,0,5,34,,,,
2018txsa,frc6357,12,13,8,1,16,9,0,8,33,,,,
2018txsa,frc6155,13,11,7,1,17,10,0,5,32,,,,
2018txsa,frc3345,14,17,6,2,15,11,0,5,31,,,,
2018txsa,frc3035,15,37,5,3,10,5,10,5,30,,,,
2018txsa,frc4206,16,10,6,1,17,11,0,0,28,,,,
2018txsa,frc5052,17,15,8,2,16,9,0,0,25,,,,
2018txsa,frc2723,18,25,6,3,13,6,0,5,24,,,,
2018txsa,frc3240,19,23,7,2,13,10,0,0,23,,,,
2018txsa,frc4734,20,36,2,3,10,2,10,0,22,,,,
2018txsa,frc4610,21,40,8,3,9,8,0,5,22,,,,
2018txsa,frc2158,22,20,7,3,14,7,0,0,21,,,,
2018txsa,frc6935,23,28,-1,-1,12,0,0,5,17,,,,
2018txsa,frc7264,24,14,-1,-1,16,0,0,0,16,,,,
2018txsa,frc5449,25,31,4,3,11,4,0,0,15,,,,
2018txsa,frc1642,26,16,-1,-1,15,0,0,0,15,,,,
2018txsa,frc5754,27,18,-1,-1,15,0,0,0,15,,,,
2018txsa,frc4694,28,19,-1,-1,14,0,0,0,14,,,,
2018txsa,frc6664,29,21,-1,-1,14,0,0,0,14,,,,
2018txsa,frc7063,30,47,-1,-1,6,0,0,8,14,,,,
2018txsa,frc5894,31,24,-1,-1,13,0,0,0,13,,,,
2018txsa,frc7138,32,26,-1,-1,13,0,0,0,13,,,,
2018txsa,frc5241,33,30,-1,-1,12,0,0,0,12,,,,
2018txsa,frc5681,34,29,-1,-1,12,0,0,0,12,,,,
2018txsa,frc6830,35,27,-1,-1,12,0,0,0,12,,,,
2018txsa,frc2721,36,34,-1,-1,11,0,0,0,11,,,,
2018txsa,frc6180,37,32,-1,-1,11,0,0,0,11,,,,
2018txsa,frc6315,38,33,-1,-1,11,0,0,0,11,,,,
2018txsa,frc4412,39,35,-1,-1,10,0,0,0,10,,,,
2018txsa,frc4332,40,39,-1,-1,9,0,0,0,9,,,,
2018txsa,frc6306,41,41,-1,-1,9,0,0,0,9,,,,
2018txsa,frc653,42,38,-1,-1,9,0,0,0,9,,,,
2018txsa,frc2461,43,44,-1,-1,8,0,0,0,8,,,,
2018txsa,frc5503,44,42,-1,-1,8,0,0,0,8,,,,
2018txsa,frc6684,45,43,-1,-1,8,0,0,0,8,,,,
2018txsa,frc7088,46,46,-1,-1,7,0,0,0,7,,,,
2018txsa,frc7093,47,45,-1,-1,7,0,0,0,7,,,,
2018txsa,frc5103,48,48,-1,-1,6,0,0,0,6,,,,
2018txsa,frc2969,49,49,-1,-1,5,0,0,0,5,,,,
2018txsa,frc3028,50,50,-1,-1,4,0,0,0,4,,,,
2018utwv,frc1678,1,1,1,1,22,16,30,5,73,1,1,,
2018utwv,frc399,2,16,1,2,15,16,30,5,66,16,16,,
2018utwv,frc3230,3,3,3,1,21,14,20,5,60,3,3,,
2018utwv,frc670,4,4,3,2,20,14,20,0,54,4,,,
2018utwv,frc1339,5,2,2,1,21,15,10,5,51,,,,
2018utwv,frc2996,6,9,2,2,18,15,10,5,48,,,,
2018utwv,frc115,7,7,5,1,18,12,10,5,45,,,,
2018utwv,frc4944,8,11,5,2,17,12,10,5,44,,,,
2018utwv,frc1410,9,42,1,3,8,1,30,0,39,,42,,
2018utwv,frc2468,10,6,4,2,19,13,0,5,37,,,,
2018utwv,frc3374,11,8,6,1,18,11,0,8,37,,,,
2018utwv,frc4550,12,5,4,1,19,13,0,0,32,,,,
2018utwv,frc159,13,47,3,3,7,3,20,0,30,,,,
2018utwv,frc1891,14,24,5,3,13,5,10,0,28,,,,
2018utwv,frc2972,15,15,2,3,16,2,10,0,28,,,,
2018utwv,frc3239,16,13,6,2,16,11,0,0,27,,,,
2018utwv,frc192,17,10,7,1,17,10,0,0,27,,,,
2018utwv,frc6411,18,12,8,1,17,9,0,0,26,,,,
2018utwv,frc4585,19,35,7,2,10,10,0,5,25,,,,
2018utwv,frc662,20,21,8,2,14,9,0,0,23,,,,
2018utwv,frc5933,21,19,6,3,15,6,0,0,21,,,,
2018utwv,frc3289,22,27,7,3,12,7,0,0,19,,,,
2018utwv,frc3245,23,20,4,3,14,4,0,0,18,,,,
2018utwv,frc968,24,25,-1,-1,13,0,0,5,18,,,,
2018utwv,frc6844,25,40,-1,-1,9,0,0,8,17,,,,
2018utwv,frc2993,26,44,8,3,8,8,0,0,16,,,,
2018utwv,frc3200,27,14,-1,-1,16,0,0,0,16,,,,
2018utwv,frc1452,28,34,-1,-1,11,0,0,5,16,,,,
2018utwv,frc5461,29,18,-1,-1,15,0,0,0,15,,,,
2018utwv,frc6400,30,17,-1,-1,15,0,0,0,15,,,,
2018utwv,frc2594,31,22,-1,-1,14,0,0,0,14,,,,
2018utwv,frc3405,32,23,-1,-1,13,0,0,0,13,,,,
2018utwv,frc6717,33,26,-1,-1,13,0,0,0,13,,,,
2018utwv,frc2484,34,29,-1,-1,12,0,0,0,12,,,,
2018utwv,frc4598,35,31,-1,-1,12,0,0,0,12,,,,
2018utwv,frc5071,36,28,-1,-1,12,0,0,0,12,,,,
2018utwv,frc5159,37,33,-1,-1,11,0,0,0,11,,,,
2018utwv,frc6358,38,32,-1,-1,11,0,0,0,11,,,,
2018utwv,frc5974,39,36,-1,-1,10,0,0,0,10,,,,
2018utwv,frc6457,40,37,-1,-1,10,0,0,0,10,,,,
2018utwv,frc7151,41,38,-1,-1,10,0,0,0,10,,,,
2018utwv,frc3243,42,39,-1,-1,9,0,0,0,9,,,,
2018utwv,frc5871,43,41,-1,-1,9,0,0,0,9,,,,
2018utwv,frc6546,44,43,-1,-1,8,0,0,0,8,,,,
2018utwv,frc3166,45,46,-1,-1,7,0,0,0,7,,,,
2018utwv,frc5493,46,45,-1,-1,7,0,0,0,7,,,,
2018utwv,frc3006,47,48,-1,-1,6,0,0,0,6,,,,
2018utwv,frc3225,48,49,-1,-1,6,0,0,0,6,,,,
2018utwv,frc4348,49,50,-1,-1,5,0,0,0,5,,,,
2018utwv,frc3729,50,51,-1,-1,4,0,0,0,4,,,,
2018utwv,frc841,51,52,-1,-1,4,0,0,0,4,,,,
