Team,2011,2012,2013,2014,2015,2016,2017,2018,Avg
frc229,76.10063392195744,26.4696048869157,52.9392097738314,36.33550365092243,25.238460473570786,63.58713138911425,71.83677379965532,28.316321506933075,41.75562676712273
frc238,14.896847401473487,7.0,13.54258854679408,23.39174385355341,14.773732960138997,96.3237878017358,46.60828442019474,98.9572917940601,82.11849297340994
frc2500,46.53169089990577,39.950515493743794,25.238460473570786,38.096663266655916,58.39634515326819,11.695871926776706,58.76711559868576,35.686655371441674,39.727774547496466
frc2512,90.3752960705341,66.36790972974606,77.76910092633653,46.78348770710682,87.5945177299023,64.01950949393564,67.85099151141638,62.47482005286153,64.59201657655198
frc2543,10.46472751343179,16.62044958015637,30.403176524241214,35.501270148732885,22.776171646880954,22.160599440208493,38.83820415749106,41.85891005372716,38.587685164427526
frc2549,39.39662122703732,35.0,10.0,31.0,22.0,14.0,5.0,43.380142113856365,30.763325920049326
frc2949,24.992231590901802,76.6567895900838,,,,,,,0.14958534239001148
frc2972,24.992231590901802,7.0,23.0,36.93433240034749,18.467166200173747,19.69831061351866,11.0,28.0,23.015212582985477
frc2984,62.19674221879834,36.93433240034749,44.321198880416986,16.62044958015637,19.69831061351866,11.695871926776706,3.0,37.0,26.027073488919132
frc3010,53.80101086317285,27.0,37.0,11.0,24.0,16.0,46.0,44.0,40.87784830855185
frc3017,42.228253377730624,25.854032680243243,24.0,24.62288826689833,,33.0,7.0,8.0,10.031623682585884
frc303,52.27863280387819,27.205281432514628,86.0568652843857,80.45318339225615,88.8768077626311,72.31369734443106,121.64977800871638,84.40379555575907,92.04636565876476
frc3098,65.74420607238852,70.7839636560356,22.776171646880954,74.27011175900951,50.094432523168656,52.06486405963218,49.563931724890026,102.31086823945188,82.99723615425907
frc3256,42.17513816624925,75.54447825383107,22.70968978182652,48.3513584716817,47.36592440209531,28.316321506933075,91.09456564727493,64.88482794807577,66.83116861771168
frc33,126.82758370275756,126.41076164696722,124.59607915373958,154.57822619255572,97.23321774164205,118.18799927364829,134.25519247002845,119.7341093636613,122.71289121883642
frc330,99.08840153784715,91.30222218407805,27.700749300260618,81.84757582592987,86.94566945042153,112.80690801829743,112.34344496152546,99.82994242868229,102.89315061036312
frc3322,29.012787353925308,75.4068991838923,36.31876019367503,40.64571007890175,69.55858113005337,60.94164846057336,32.00975474696782,36.31876019367503,38.68067156086571
frc3337,38.2885912550269,16.62044958015637,6.0,21.545027233536036,41.24821205270531,17.851593993501286,18.816600104941973,40.62776564038224,33.08689099443491
frc3351,34.964501338995625,44.0,,,,,,,0.09930504625109073
frc3462,30.409267009619434,,,,,,,,15
frc3467,40.135307875044276,52.32363756715895,60.15750476900168,126.22129707615342,60.70444848874144,45.83649631474781,76.39211495212406,29.547465920277993,44.36824272714807
frc3481,39.64285010970631,73.96870386080637,23.265845449952884,35.686655371441674,46.60828442019474,75.55847084054335,25.49046812245834,89.503063252439,70.81111822637261
frc3494,46.809768733968944,31.39418254029537,12.311444133449164,47.39905991377928,42.545908611666825,11.695871926776706,76.94877521097237,42.63860122302122,47.85396532226258
frc3506,38.90416346169936,11.080299720104247,27.08517709358816,44.321198880416986,72.11485163371849,124.66090541760731,62.10404960744395,97.8395043682462,89.77857259820642
frc3539,87.68420337262654,53.159212611744934,97.00586025666549,78.77936854437795,61.04548471620628,56.72569250165164,62.485415454391166,58.54455238146413,59.820670191687114
frc3596,21.421912792201542,10.0,13.0,15.0,11.0,15.0,12.0,35.0,26.65173505723081
frc360,86.76028422771273,34.10362274648396,72.63752038735007,60.09816186213728,46.19146236440439,60.02237603381177,36.150118428213645,43.34949380219739,43.570058081838255
frc3616,44.321198880416986,14.0,18.0,28.82740213121652,32.62532695364028,14.773732960138997,53.5763293628397,47.39905991377928,45.059008162945354
frc3642,35.58007354566808,12.0,,,,,,,15
frc3694,25.238460473570786,7.0,11.0,11.0,15.389305166811454,21.545027233536036,17.23602178682883,9.84915530675933,12.81503167645996
frc3704,37.91924793102343,13.0,9.0,13.0,14.0,9.0,8.0,4.0,5.8786629714183745
frc3747,70.5445748846637,61.2698161052544,32.0,,,,,,0.3009048372677137
frc3756,43.828741115079026,41.0,33.8328031443538,20.0,14.0,4.0,12.927016340121622,15.389305166811454,13.968325097109295
frc435,36.56498907634401,54.132485030966066,55.70825942399077,27.08517709358816,12.927016340121622,67.563065952201,71.40612965028312,33.23208572074048,44.59216083455413
frc440,22.35681935602837,,,,,,,,15
frc45,27.715090794963793,37.262429764466376,23.17315283859849,40.78474899593334,28.91229350618585,64.07691784922709,7.9715645764778795,14.552739982639851,18.24753517218589
frc503,87.19132490207063,87.98734668592861,71.11441146287844,116.71968809381278,82.23211571619078,129.94424592282573,78.76391059926827,92.49263140343774,92.4042090635102
frc537,60.71366043712804,56.17172248076274,51.81516974710622,59.71050404722844,46.0682278431338,53.85440719690289,70.35369201798501,20.92945502686358,36.946580379422116
frc597,44.77053128417228,59.972119546292895,44.321198880416986,61.17712349390001,75.4068991838923,25.539824145700212,39.67243765968061,45.9755352317794,43.868766887153456
frc677,9.72604086542484,15.0,14.0,8.0,11.0,9.0,4.678348770710682,25.854032680243243,18.609400615933744
frc701,29.105479965279702,54.17035418717632,99.43100676308211,46.78348770710682,80.86347882332974,64.4213648913038,55.2447963672188,44.21437561604592,50.073969622330665
frc74,85.89479962471643,12.311444133449164,27.08517709358816,61.81184259786196,51.231219948051454,62.13597391720052,69.10479728297939,55.71817379429718,59.15150563096914
frc766,32.34972136268349,33.27664747622743,33.24089916031274,32.257028751329095,20.92945502686358,11.695871926776706,13.54258854679408,8.002438686741955,10.527723063448951
frc771,70.26099940663062,46.624383511260156,60.620967825773654,48.941698795120004,89.07759951157259,23.729308506724855,16.00487737348391,64.05059444588622,49.82900296282022
frc781,106.10015965572786,74.95218421393919,64.03902493506432,64.3421682483664,57.84018948514183,42.9166790570844,34.064534672739775,20.31388282019112,27.65699625116612
frc846,55.615566812636374,56.0170708071937,62.28943483015274,87.03836206177593,30.778610333622908,33.8564713669852,60.3260762539009,93.24876702252031,77.92630652766181
frc862,40.78474899593334,62.42847374718432,121.29521823499462,76.81912268323696,68.74825283170699,46.16791550043436,86.69898760439477,70.55660617105903,72.40612692904185
frc876,66.2355694379565,26.0,73.86866480069499,45.55234329376191,67.85099151141638,82.589116716765,81.84757582592987,46.16791550043436,58.54155560316123
frc930,17.851593993501286,27.0,49.49785446324637,10.0,17.851593993501286,45.55234329376191,45.9755352317794,54.785926393848776,50.03241676639165
frc931,85.55528028010562,38.16547681369241,35.08761578033012,48.6302043271242,25.583160733812733,17.851593993501286,12.0,26.4696048869157,22.659518941142146
frc932,45.60476478636183,46.902461345323346,66.92406539787244,42.26783077760364,82.7745019394738,56.449800314825914,47.273231790740915,51.35170669033425,51.820752258045076
frc1011,25.854032680243243,45.697457397716214,61.82597177338077,50.98093624491668,74.61755214028713,70.81715507475698,119.5734686471682,82.03296104863865,89.013986609567
frc1013,17.0,7.0,15.0,13.0,,,,,0.2535361005008469
frc1164,6.0,24.0,41.0,49.0,10.0,26.0,12.0,11.0,13.146885995376056
frc1165,27.577634858926125,32.0,32.00975474696782,35.08761578033012,38.78104902036487,32.00975474696782,45.88284262042501,11.080299720104247,22.431961676885706
frc1212,13.54258854679408,33.61024248431622,10.0,35.0,10.0,22.0,14.0,35.0,27.97233153601723
frc1290,9.0,10.0,61.92656399124929,6.0,31.39418254029537,11.0,7.0,7.0,8.403743924871065
frc1492,29.0,21.0,43.0,34.0,40.62776564038224,28.931893713605536,62.172792873918276,43.70562667374453,46.456013256308495
frc1633,19.0,6.0,8.0,12.0,9.0,9.0,5.0,10.0,8.719860351108686
frc1726,51.708065360486486,48.6302043271242,62.75289788692471,35.70318798700257,48.385543126993646,28.931893713605536,52.32363756715895,68.94408714731532,60.35593840255417
frc1798,10.0,4.0,,,,,,,15
frc1828,6.0,21.875456279636975,27.08517709358816,63.40393728726319,32.00975474696782,16.62044958015637,12.927016340121622,40.78474899593334,31.994862162402434
frc2128,14.0,,11.0,,,,,,0.060131412890485264
frc2134,10.0,30.0,9.0,,,,,,0.1004132303284932
frc2375,12.0,26.4696048869157,15.389305166811454,38.78104902036487,48.3513584716817,13.54258854679408,23.39174385355341,20.31388282019112,21.572359191598565
frc2403,24.007316060225868,47.18053917938652,69.98292157256743,54.50325547638364,17.23602178682883,67.5729136773532,62.660205275570306,76.7494822014382,70.27424841746279
frc2449,64.0,46.0,31.0,30.0,5.0,29.0,16.0,39.0,31.482333430065154
frc2486,48.38397544445521,110.21151490037441,87.68721034125667,84.62835416656168,56.63518553753471,75.7858283255199,85.18327103788438,103.53764688285806,94.90195509718626
frc2647,9.0,11.0,24.0,13.0,20.0,16.00487737348391,9.84915530675933,23.39174385355341,19.295660452077424
frc2657,17.0,12.0,15.0,29.0,17.0,7.0,16.0,38.0,29.142358522761658
frc2662,34.102700249654184,28.0,6.0,8.0,15.0,24.0,38.0,24.0,26.71416835281503
frc2840,16.0,60.0,31.0,58.0,8.0,5.0,12.0,29.661635633406064,23.034934702297328
frc2844,12.0,37.07704454175758,16.62044958015637,,6.0,9.0,12.0,5.0,7.0773590864266165
frc3019,33.24089916031274,11.695871926776706,40.62776564038224,28.316321506933075,22.776171646880954,35.87204059415046,47.18053917938652,27.993168629026975,33.045666186482016
frc3048,4.0,9.0,,,9.0,5.0,,,0.7545617094533642
frc3133,8.0,10.0,11.0,12.0,23.39174385355341,19.0,9.0,8.0,9.774655203717533
frc3158,55.15526971785225,43.459397791075546,37.0,75.35909303112228,48.014632120451736,64.97752055943016,74.52485952893275,30.21779130153243,44.872119457668234
frc3170,13.0,12.0,,,,,,,15
frc3187,7.0,34.47204357365766,24.007316060225868,20.92945502686358,22.776171646880954,16.62044958015637,23.39174385355341,35.70318798700257,30.450170642007688
frc3281,11.0,9.0,9.0,,,,,,0.06455101357717481
frc3321,12.0,14.0,8.0,10.0,7.0,32.0,6.0,,4.6436083059680655
frc3517,33.0,15.0,,,,,,,15
frc3577,23.0,4.0,10.0,12.311444133449164,30.778610333622908,9.84915530675933,18.467166200173747,13.54258854679408,14.896606128215684
frc3785,35.0,17.0,56.0,41.0,27.715090794963793,12.0,12.0,5.0,8.726636010957455
frc3853,9.0,20.0,5.0,13.0,26.0,33.61024248431622,7.0,63.49443877775986,45.370809627512834
frc498,28.0,54.0,25.0,39.0,30.778610333622908,42.17513816624925,58.95250082139455,30.778610333622908,38.49448387557564
frc60,45.790150009070615,23.39174385355341,38.78104902036487,48.014632120451736,79.8083383761332,36.61358148498561,41.06282682999652,19.69831061351866,28.63499816457644
frc698,8.0,23.0,10.0,29.547465920277993,22.776171646880954,22.0,32.0,16.00487737348391,20.64924440662641
frc842,58.35624519254903,66.2355694379565,45.429228852427414,67.34359940996693,38.56012632342789,79.99372359884198,49.86134874046911,114.84614546809412,92.98508587468805
frc991,19.69831061351866,9.233583100086873,14.0,9.0,30.778610333622908,22.160599440208493,28.316321506933075,24.62288826689833,25.19929672715446
frc996,10.0,27.0,14.0,9.0,11.0,6.0,35.70318798700257,10.0,15.741345098019146
frc1047,7.0,,,,,,,,15
frc1148,8.0,14.0,7.0,7.386866480069498,12.311444133449164,25.238460473570786,,,2.7781097560599677
frc1160,26.4696048869157,12.0,5.540149860052123,27.08517709358816,33.24089916031274,30.16303812695045,31.39418254029537,42.47448226039961,38.05898690852459
frc1197,66.08983189568289,41.85891005372716,12.311444133449164,34.47204357365766,46.78348770710682,69.41981874617623,30.778610333622908,57.00595598295228,51.09719443847942
frc1438,8.0,8.0,7.0,13.0,7.0,13.0,,,1.586006527966965
frc1515,60.94164846057336,20.5601117028601,46.99515395667774,46.25361306584258,49.590547074600764,24.007316060225868,24.007316060225868,60.15750476900168,47.846086733071516
frc1644,12.0,28.0,16.0,13.0,26.0,9.0,16.0,,5.690844665888705
frc1692,11.0,11.0,10.0,27.0,,,,,0.40649044374635623
frc1702,3.0,,,,,,,,15
frc1717,88.70682906615502,97.51262714482245,81.1987275464491,100.94225376493502,75.1737078084135,,,,4.330354969309802
frc1759,8.0,13.0,12.0,11.0,10.0,7.0,3.0,10.0,8.119308028192375
frc1836,11.203414161438738,28.316321506933075,37.633200209883945,24.007316060225868,32.43633452332252,41.24821205270531,23.822001118079246,54.785926393848776,45.0574160933922
frc207,34.0,66.48179832062549,44.321198880416986,42.0,59.13788604410334,65.9971392843285,49.24577653379666,43.0,47.04061603381472
frc2085,29.547465920277993,25.30508289974955,17.14813310056288,60.52827521441925,56.727878148889104,23.39174385355341,32.00975474696782,21.545027233536036,25.79088862013259
frc2272,27.0,,,,,,,,15
frc2339,21.545027233536036,30.039923685615957,28.931893713605536,37.54990460701995,25.11969767704076,12.927016340121622,,9.0,8.255652416376766
frc2404,6.0,7.0,8.0,7.0,13.0,7.0,8.618010893414414,15.0,12.581255707202978
frc2429,24.007316060225868,14.158160753466538,17.23602178682883,11.695871926776706,20.92945502686358,7.386866480069498,30.778610333622908,36.33550365092243,31.534748454050337
frc2496,36.93433240034749,32.00975474696782,23.0,12.927016340121622,31.39418254029537,11.695871926776706,9.0,19.69831061351866,16.833699936728582
frc2576,19.0,22.0,20.0,47.64528879644827,12.0,18.0,74.06139647216078,43.75091255927395,47.42379193522584
frc2584,10.0,,,10.0,,,,37.18056128301647,23.373337885712715
frc2637,33.8564713669852,20.31388282019112,18.467166200173747,54.785926393848776,36.93433240034749,62.01135699608956,51.30700577637698,21.31930061151061,32.84568549005142
frc2659,13.0,16.0,11.0,25.0,,17.0,9.0,65.71906145026531,45.084718258920084
frc2919,18.0,12.0,,,,,,,15
frc294,40.32128593916137,56.0170708071937,43.70562667374453,88.05798078667426,35.08761578033012,87.77990295261108,26.4696048869157,76.37871175602062,64.24220437187837
frc3027,14.0,15.0,16.0,9.0,15.0,8.0,,,1.4185399745435143
frc3120,7.0,14.158160753466538,15.389305166811454,27.700749300260618,14.158160753466538,6.0,6.0,13.0,10.970783897907015
frc3128,23.17315283859849,10.46472751343179,11.080299720104247,47.0,35.70318798700257,57.191341205661075,36.33550365092243,72.30023685642729,60.587270394757816
frc3271,9.0,,,,,,,,15
frc3295,6.0,10.0,13.0,4.0,16.0,10.46472751343179,6.0,4.0,5.485745238451633
frc3303,12.0,4.0,26.0,15.0,8.0,39.39435982561743,33.554725310290614,12.927016340121622,19.99559596691961
frc3309,11.0,44.93677108708945,69.55965935398777,58.025574707850616,87.22948840267341,89.35149159578798,111.25359598186323,102.53822572442844,102.03946134207457
frc3328,10.0,14.0,10.0,12.927016340121622,25.854032680243243,18.467166200173747,24.62288826689833,35.08761578033012,30.42027726139913
frc3408,9.0,9.84915530675933,30.16303812695045,11.0,19.0,9.0,27.0,12.0,15.547993668122455
frc3473,39.27350678570283,,16.62044958015637,21.545027233536036,16.00487737348391,36.31876019367503,49.49785446324637,41.80436772083168,41.82749904585708
frc3512,37.0,34.29626620112576,63.40393728726319,29.547465920277993,45.23399434094425,35.70318798700257,51.62978452439744,86.85297683906714,71.77269234726928
frc3521,32.132869188302315,12.0,6.0,9.0,,,,,0.18091253207128127
frc362,5.0,,,,,,,,15
frc3677,12.0,15.0,,,,,,,15
frc3752,12.0,6.0,9.0,9.0,13.0,,,,0.5998644811123865
frc3759,4.0,6.0,9.0,10.0,16.0,6.0,42.0,10.0,17.33114338442907
frc3851,15.0,11.0,33.0,9.0,,,12.0,11.0,9.982993489432268
frc3863,9.0,12.0,15.0,6.0,17.851593993501286,36.31876019367503,16.00487737348391,34.47204357365766,29.254099807897628
frc399,89.42727742411348,86.24427263444166,82.37919538984015,122.62147023069122,85.86534349281405,44.492453450109096,102.31086823945188,109.6620935870273,101.38866714834839
frc4,21.545027233536036,9.84915530675933,16.62044958015637,21.545027233536036,11.695871926776706,38.16547681369241,35.70318798700257,36.93433240034749,35.57492413234445
frc580,12.0,28.0,,,,26.4696048869157,28.316321506933075,33.46203269893622,29.94052870284124
frc589,40.62776564038224,25.0,33.8564713669852,14.0,27.08517709358816,24.62288826689833,39.48705243697183,27.700749300260618,30.0318692501595
frc599,38.3747411007191,56.63264301386615,51.092493153814026,71.40637597400514,23.39174385355341,28.316321506933075,67.38752845464441,35.70318798700257,42.6215619181427
frc606,9.0,10.0,5.0,12.0,11.0,16.0,4.0,7.0,7.277869903768877
frc687,26.417394236002277,17.851593993501286,23.39174385355341,30.125098690178035,17.23602178682883,14.773732960138997,12.311444133449164,66.64598756380926,46.94582801046984
frc691,22.776171646880954,20.92945502686358,11.695871926776706,16.62044958015637,12.88427297826076,9.84915530675933,14.773732960138997,22.160599440208493,18.918689163876675
frc696,33.0,51.0,80.63995907409202,76.33095362738482,67.7129427339704,57.24821522053861,67.85099151141638,43.09005446707207,51.53747112697344
frc702,19.082738406846204,60.06481215764728,21.545027233536036,22.776171646880954,11.586576419299245,20.92945502686358,32.34972136268349,39.39662122703732,34.93287464715221
frc848,26.0,11.0,9.0,7.0,9.0,10.0,13.0,9.0,10.01419310082182
frc867,7.0,,11.0,13.0,6.0,10.0,13.0,4.0,6.841509295475186
frc968,81.94026843728426,12.0,33.24089916031274,21.0,16.0,32.62532695364028,38.49920078936411,90.5640648489963,69.52495839416804
frc973,79.06679748529804,78.60333442852607,78.21097483193655,85.46258766875121,77.39833048091896,92.0437630749132,111.9726745161079,87.40913250719349,93.14501702383066
frc980,26.046623790584704,13.54258854679408,35.08761578033012,33.24089916031274,14.773732960138997,46.438998288551375,26.4696048869157,59.32327126681213,48.47497680168721
frc981,12.311444133449164,,43.0,12.0,15.0,24.0,18.467166200173747,14.158160753466538,16.1405320063159
frc995,11.0,25.0,14.0,,9.0,,,,0.41227930802892576
frc1157,32.0,43.0,40.0,11.0,14.0,31.0,5.0,13.0,12.903106268573557
frc1158,43.09005446707207,67.09737052729794,,,,,,,0.14476452425908917
frc1245,7.0,15.0,12.0,27.0,13.0,29.0,8.0,32.0,25.278344677491003
frc1303,11.0,11.0,7.0,10.0,14.0,6.0,19.0,9.0,11.252027746164407
frc1332,38.16547681369241,46.78348770710682,46.78348770710682,13.0,13.54258854679408,16.0,7.0,11.0,10.85465050245058
frc1339,28.0,11.0,29.0,36.31876019367503,40.01219343370978,28.64201690850773,54.03979241961167,67.7129427339704,59.457297851846825
frc1348,27.0,11.695871926776706,12.0,,,,,,0.09358127774263415
frc1361,10.0,19.0,5.0,14.0,,,,,0.23583490375823496
frc1377,11.0,20.39237449796667,,,,,,,15
frc1410,15.0,33.0,41.98975294354046,48.6302043271242,28.931893713605536,47.39905991377928,39.48705243697183,38.46743371207349,39.28893746208158
frc1583,10.0,21.421912792201542,18.0,34.0,13.0,12.0,6.0,8.0,8.43895332142818
frc1584,7.0,13.0,36.0,16.0,11.0,5.0,28.0,12.0,15.26006774818519
frc159,16.251106256152895,73.0,15.0,25.854032680243243,9.233583100086873,14.0,38.46743371207349,48.6302043271242,41.480963079458434
frc1619,60.0,36.0,65.0,88.64239776083397,90.93145173866047,120.77847259477534,106.87458089161623,153.0115873892247,135.8247450025815
frc1691,9.0,14.0,,,,,,,15
frc1789,12.0,9.0,11.0,,,,,,0.07447626907192172
frc1799,11.0,5.0,18.0,10.0,12.0,10.0,5.0,10.0,8.921367497903171
frc1977,15.0,30.0,34.0,7.0,11.0,10.0,12.0,7.0,8.737188820214518
frc1986,92.1364556862676,112.62152279558866,124.13718679720162,133.7554381843905,86.7747734327203,134.21890124116246,117.31646224790482,87.75998920095205,99.51183027051019
frc2036,39.0,21.0,31.0,5.0,9.0,9.0,31.0,12.0,16.12468955458116
frc2083,5.0,5.0,5.0,13.0,11.0,11.0,23.0,6.0,10.668485030148794
frc2240,12.0,26.0,6.0,26.0,21.0,62.0,22.160599440208493,30.16303812695045,30.596912894055237
frc2259,9.0,12.0,32.25598362963681,9.0,4.0,10.0,7.0,7.0,7.315656017823166
frc2275,10.0,8.0,9.0,8.0,,,,,0.16107137349036965
frc2352,22.776171646880954,32.62532695364028,40.78474899593334,33.24089916031274,8.618010893414414,43.70562667374453,40.50667116187016,61.17712349390001,52.5388938268334
frc2711,14.0,,,,,,,,15
frc2859,8.0,,,,,,,,15
frc2945,13.0,25.0,11.080299720104247,27.0,9.0,8.0,14.0,10.0,10.970729716569831
frc2996,69.98292157256743,55.70825942399077,87.68721034125667,93.80492269064669,63.49443877775986,51.90786235846061,57.191341205661075,53.55478198050386,55.25286349948918
frc3200,14.0,26.0,37.0,28.0,40.01219343370978,22.776171646880954,19.69831061351866,17.23602178682883,19.286616091951487
frc3315,10.0,10.0,13.0,6.0,,,,,0.15836751649158828
frc3354,8.0,11.0,15.6,39.67243765968061,20.31388282019112,24.62288826689833,35.08761578033012,63.40393728726319,51.283992693830015
frc3403,16.0,9.0,23.0,6.0,,,,,0.20690707862079255
frc3510,17.0,9.0,15.0,9.0,7.0,11.0,32.00975474696782,41.0,34.54051971483839
frc3643,14.0,12.0,9.0,9.0,,,,,0.18299861201363155
frc3648,35.0,6.0,13.0,10.0,13.0,7.0,34.47204357365766,5.0,12.468373899071542
frc3703,6.0,7.0,12.0,7.0,,,,,0.1582702538315327
frc3729,35.08761578033012,55.0,19.0,8.0,6.0,12.0,27.08517709358816,8.618010893414414,13.295547168880207
frc3807,13.0,28.808779272271043,28.0,4.0,9.0,13.0,4.0,13.0,10.7420860360042
frc443,16.0,7.0,,,,,,,15
frc499,25.238460473570786,5.0,5.0,7.0,10.0,,,,0.46457548143204136
frc624,66.92406539787244,102.5180281579597,78.32525659446289,115.80074568139443,85.78955766448854,74.61755214028713,97.91529019657172,101.17408081456908,97.60843583195533
frc662,44.321198880416986,59.09493184055599,26.4696048869157,41.85891005372716,49.24577653379666,49.24577653379666,47.73669484751289,19.082738406846204,29.845640215171283
frc1027,35.08761578033012,12.927016340121622,19.082738406846204,8.618010893414414,17.851593993501286,6.77129427339704,23.39174385355341,9.84915530675933,13.065239704019774
frc1071,34.0,51.0,18.72390749358758,30.16303812695045,20.31388282019112,23.39174385355341,89.80620656574109,38.726558274340675,48.560258411900776
frc1073,65.86622611395302,28.316321506933075,18.467166200173747,48.75631357241122,41.66532880380009,19.465448384422732,66.4262785273182,47.44192853177546,49.09631944790365
frc1124,43.09005446707207,12.0,5.0,30.16303812695045,51.69894543449913,68.84549222750856,29.547465920277993,4.309005446707207,17.822901416630884
frc126,25.861238567875912,60.06481215764728,96.12223797450653,38.2820484893647,39.863345699223466,59.83291146299797,22.895075004535308,28.17855385173576,30.59788932256783
