Team #,DP,DivDP,OPR,CCWM,Region
1640,55,55,177.60204067914944,177.60204067914944,MAR
1731,35,35,145.94752401656973,145.94752401656973,CHS
1736,17,17,151.99825145546387,151.99825145546387,Illinois
1816,14,14,110.544552569502,110.544552569502,Minnesota
1885,19,19,104.26881082555336,104.26881082555336,CHS
190,11,11,103.2838318428144,103.2838318428144,NE
191,9,9,89.73236413729217,89.73236413729217,New York
1918,28,28,148.14870814051008,148.14870814051008,FIM
2137,23,23,171.3236971506913,171.3236971506913,FIM
217,82,67,175.9792033180259,175.9792033180259,FIM
2225,10,10,134.0661773473296,134.0661773473296,Minnesota
2234,5,5,35.03366346989186,35.03366346989186,MAR
225,48,48,154.52213238219068,154.52213238219068,MAR
2338,12,12,49.62812167040911,49.62812167040911,Illinois
25,42,42,154.61088771054165,154.61088771054165,MAR
2502,33,33,136.87375913745495,136.87375913745495,Minnesota
2537,10,10,92.41350135318777,92.41350135318777,CHS
2586,7,7,93.04139053309606,93.04139053309606,FIM
2604,6,6,62.57881713362185,62.57881713362185,FIM
272,6,6,86.621500523677,86.621500523677,MAR
2771,23,23,133.34455581806208,133.34455581806208,FIM
2832,8,8,96.17678922324869,96.17678922324869,FIM
2846,13,13,64.41252414562,64.41252414562,Minnesota
2987,9,9,118.38239794511702,118.38239794511702,Minnesota
3015,26,26,121.07723922600253,121.07723922600253,New York
3044,7,7,88.33546159881125,88.33546159881125,New York
3276,15,15,123.74808987377855,123.74808987377855,Minnesota
3357,80,65,188.20516791344193,188.20516791344193,FIM
3359,3,3,35.615688598251104,35.615688598251104,CHS
3604,7,7,58.69959939704074,58.69959939704074,FIM
3624,15,15,113.75841077862954,113.75841077862954,New York
384,27,27,169.08481562349252,169.08481562349252,CHS
3936,11,11,104.5505631829332,104.5505631829332,IN
3940,27,27,135.54820435977393,135.54820435977393,IN
3990,16,16,120.9727581030757,120.9727581030757,Canada
4004,28,28,133.28064282673674,133.28064282673674,FIM
4130,18,13,133.74103920765398,133.74103920765398,FIM
4145,8,8,115.17352215590873,115.17352215590873,Ohio
422,18,18,123.07884106586897,123.07884106586897,CHS
4230,10,10,103.22679505463952,103.22679505463952,Minnesota
4253,30,30,106.47418833728547,106.47418833728547,Chinese Taipei
4361,16,16,88.44078393913817,88.44078393913817,MAR
4476,26,26,127.0613679867555,127.0613679867555,ONT
467,11,11,114.83407555036739,114.83407555036739,NE
4967,57,47,132.56920591993386,132.56920591993386,FIM
5016,4,4,45.79159300760639,45.79159300760639,New York
5050,45,45,195.1915113570418,195.1915113570418,FIM
5123,10,10,85.92112116901303,85.92112116901303,New York
5254,36,36,114.63101835801038,114.63101835801038,New York
5404,11,11,107.73574020862509,107.73574020862509,MAR
5484,8,8,95.80857643526234,95.80857643526234,IN
5505,17,17,128.03808007877583,128.03808007877583,FIM
5546,12,12,108.8439436602697,108.8439436602697,CHS
5846,16,16,135.32552270517,135.32552270517,NE
6334,12,12,126.64258375847592,126.64258375847592,CHS
6548,12,12,91.8923671102847,91.8923671102847,FIM
6806,6,6,71.68811535229094,71.68811535229094,New York
6880,9,9,107.02176169783472,107.02176169783472,New York
6909,14,14,80.83481237544675,80.83481237544675,Japan
7028,8,8,108.477879291054,108.477879291054,Minnesota
71,46,46,178.82004756159517,178.82004756159517,IN
7225,14,14,131.38243885638332,131.38243885638332,FIM
862,29,29,117.38926807133068,117.38926807133068,FIM
88,15,15,119.50320920898363,119.50320920898363,NE
1023,23,23,138.614673340169,138.614673340169,FIM
1025,11,11,123.63313286509265,123.63313286509265,FIM
1071,15,15,115.17976899500894,115.17976899500894,NE
126,14,14,128.38942742386962,128.38942742386962,NE
1555,3,3,33.80186706222799,33.80186706222799,IN
1599,12,12,143.17699603763555,143.17699603763555,CHS
