Team,# Events,Adj Qual DP,Adj Alliance DP,Adj Playoff DP,Adj Awards DP,Best Alliance,Best Playoff,Adj DP,Adj DP w/Awards
3357,5,35.68361694598124,26.465322223992814,51.634119170631415,8.281555209100016,45,90,113.78305834060548,122.0646135497055
1678,4,35.0130526863902,25.00932334742157,47.74507184507755,9.85215768231759,16,30,107.7674478788893,117.6196055612069
2767,4,35.930061209128986,25.676238636686143,48.99553801244863,5.892348152309173,48,90,110.60183785826375,116.49418601057293
195,4,35.55113206750139,25.75202446501167,48.99553801244863,5.892348152309173,48,90,110.29869454496169,116.19104269727087
1241,5,36.244364128436935,27.538196891003416,44.79494833258795,6.48262638677105,48,60,108.5775093520283,115.06013573879935
2056,4,35.930061209128986,26.130953606639263,45.206246596172626,7.786993860447171,48,90,107.26726141194088,115.05425527238805
4003,4,32.66369200829908,24.380300972319755,48.99553801244863,7.9575119741795906,42,90,106.03953099306747,113.99704296724705
2590,5,35.92023280909839,26.76028172459089,44.50323014518326,6.660898612407254,48,90,107.18374467887254,113.8446432912798
1619,4,33.26997863490324,25.00932334742157,43.955780428801546,9.85215768231759,16,30,102.23508241112637,112.08724009344395
3707,4,33.614804153784355,24.573554834549828,45.206246596172626,8.16592300207477,45,90,103.39460558450682,111.5605285865816
118,4,33.34576446322876,25.085109175747093,43.19792214554635,7.9575119741795906,16,30,101.6287957845222,109.58630775870179
225,5,36.10174634792798,27.214065571664865,40.61365431312063,4.8619697900782874,48,90,103.92946623271347,108.79143602279176
1533,4,31.079768196295714,22.569019675339828,48.99553801244863,5.892348152309173,48,90,102.64432588408417,108.53667403639334
254,3,32.62779919674668,23.729308506724855,44.4924534501091,7.415408908351517,16,30,100.84956115358064,108.26497006193216
1323,3,32.16433613997471,23.729308506724855,44.4924534501091,7.415408908351517,16,30,100.38609809680867,107.80150700516019
3538,5,34.66908591645157,26.50097666912005,37.6640593071398,6.660898612407254,48,60,98.83412189271141,105.49502050511867
319,5,32.938224671183704,25.723061502707527,40.61365431312063,6.012635973730149,48,90,99.27494048701186,105.28757646074202
4917,4,31.10629323620965,20.784263418273834,48.99553801244863,3.9977024441711757,45,90,100.88609466693211,104.88379711110329
1574,4,32.04982679886237,24.387879555152306,41.41695517989663,7.029135577191972,48,90,97.85466153391131,104.88379711110329
217,5,36.137400793055214,26.8251079884586,38.66886639708931,3.241313193385525,48,90,101.63137517860314,104.87268837198866
25,5,33.91061862919936,27.178411126537625,40.25710986184822,3.241313193385525,45,60,101.34613961758521,104.58745281097073
67,5,36.17305523818246,26.53014848786052,37.372341119735104,3.241313193385525,45,90,100.07554484577808,103.3168580391636
2122,4,33.64890777653084,24.17567923584085,39.40863072927036,5.683937124413993,16,30,97.23321774164205,102.91715486605605
1325,5,34.1926128770239,26.176845349781498,34.131027926349574,7.455020344786707,48,90,94.50048615315498,101.95550649794168
1577,4,34.18698715764203,23.857378756873665,39.901238613386234,3.7892914162759954,48,90,97.94560452790193,101.73489594417794
5406,4,34.37266243703955,24.497769006224313,36.11194719711023,5.892348152309173,45,90,94.98237864037411,100.87472679268329
2481,4,29.404901390301724,25.00932334742157,38.650772446015154,7.578582832551991,16,30,93.06499718373844,100.64358001629044
868,5,32.40016668108171,21.250049295835503,41.91017959047484,4.391979377037386,48,90,95.56039556739205,99.95237494442944
3310,3,32.62779919674668,23.729308506724855,38.930896768845464,4.634630567719698,16,30,95.288004472317,99.9226350400367
148,3,31.608180471848343,23.729308506724855,39.85782288238941,4.634630567719698,16,30,95.1953118609626,99.8299424286823
494,4,30.947142996726058,23.857378756873665,41.00013312410627,3.7892914162759954,48,60,95.80465487770599,99.59394629398199
125,6,34.65478080374948,26.344138136315365,25.990372365370693,12.010918513524766,42,30,86.98929130543553,99.00020981896031
3452,4,32.32644507225052,24.42198317789879,36.11194719711023,5.892348152309173,45,90,92.86037544725954,98.75272359956872
2910,4,31.705001279981254,24.531872628970792,36.37719759624956,5.892348152309173,42,30,92.61407150520161,98.50641965751078
2046,5,31.281913629363704,25.687407057580284,33.126220836400066,8.281555209100016,45,60,90.09554152334404,98.37709673244406
2471,4,30.45832440402645,26.130953606639263,35.35408891385504,5.892348152309173,48,90,91.94336692452075,97.83571507682993
1648,5,30.03724936310366,23.7134473228085,37.372341119735104,6.660898612407254,48,90,91.12303780564726,97.78393641805452
2614,4,30.693260471835565,23.038891810958052,35.619339312994356,7.9575119741795906,16,30,89.35149159578798,97.30900356996757
1640,5,29.576982889642913,24.00192419701981,34.42274611375428,8.60568652843857,45,60,88.001653200417,96.60733972885558
230,5,33.96247964029353,25.35679311185496,30.176625830419237,6.660898612407254,39,30,89.49589858256773,96.15679719497498
359,4,30.920617956812123,22.735748497655972,38.650772446015154,3.7892914162759954,16,30,92.30713890048325,96.09643031675924
179,3,32.071643528620314,22.70968978182652,38.930896768845464,2.317315283859849,16,30,93.71223007929228,96.02954536315214
3641,5,32.14734425199764,25.817059585315707,30.533170281691646,6.48262638677105,45,60,88.497574119005,94.98020050577604
1796,4,30.23854550188244,22.735748497655972,34.10362274648396,7.578582832551991,16,30,87.07791674602238,94.65649957857437
2337,5,33.00305093505141,24.361709961485605,26.643594449629017,10.226343125131331,48,60,84.00835534616604,94.23469847129738
1114,4,31.75426206839284,26.130953606639263,28.116542308767887,8.16592300207477,48,60,86.00175798379999,94.16768098587477
2557,4,33.27755721773579,24.615237040128864,23.98621466502705,12.163625446245947,48,90,81.8790089228917,94.04263436913764
2451,4,26.752397398908528,18.719099596403417,38.650772446015154,9.85215768231759,16,30,84.1222694413271,93.97442712364469
1747,5,31.38239433835865,25.852714030442943,28.296664178255632,8.281555209100016,48,90,85.53177254705723,93.81332775615725
302,5,30.397035127569453,22.41043941906752,32.76967638512765,8.103282983463812,42,30,85.57715093176462,93.68043391522843
33,5,31.0809522113738,25.716578876320757,25.9305055470842,10.226343125131331,42,30,82.72803663477876,92.9543797599101
1425,4,33.201771389410276,24.800912319526386,31.147975441788684,3.7892914162759954,45,60,89.15065915072535,92.93995056700133
842,3,29.105479965279702,22.70968978182652,33.369340087581826,7.415408908351517,16,30,85.18450983468806,92.59991874303957
133,4,32.81526366495012,24.380300972319755,31.48901166925352,3.7892914162759954,42,30,88.6845763065234,92.4738677227994
2642,4,28.67356814696046,18.620578019580243,36.03616136878472,8.92378128532997,42,30,83.33030753532542,92.25408882065538
3098,4,32.12561262718789,24.077157659017676,28.533364364558246,5.892348152309173,42,90,84.73613465076382,90.62848280307298
1629,4,33.8762652615074,25.221523666733027,18.94645708137998,12.163625446245947,48,30,78.04424600962041,90.20787145586635
4253,4,32.36054869499701,23.720964265887734,26.52503991393197,7.578582832551991,16,30,82.6065528748167,90.18513570736869
5687,5,33.285045182875955,20.718473932120276,31.11660665650104,4.8619697900782874,36,30,85.12012577149727,89.98209556157556
176,4,30.306752747375413,23.967268207945672,31.905833725043884,3.7892914162759954,45,60,86.17985468036497,89.96914609664097
624,4,31.375332926765243,21.674746901098697,31.072189613463163,5.683937124413993,16,30,84.1222694413271,89.80620656574109
177,4,32.09908758727396,23.58833906631807,31.905833725043884,1.8946457081379977,45,60,87.5932603786359,89.4879060867739
16,3,31.608180471848343,22.616997170472125,27.807783406318187,7.415408908351517,16,30,82.03296104863865,89.44836995699018
27,5,31.31108544810417,24.1607485434957,24.990524721002394,8.60568652843857,42,30,80.46235871260227,89.06804524104082
3476,3,30.310483912886827,23.265845449952884,27.807783406318187,7.415408908351517,16,25,81.38411276915791,88.79952167750943
5190,4,31.981619553369406,25.221523666733027,27.775506081303046,3.7892914162759954,48,90,84.97864930140547,88.76794071768147
340,3,30.588561746950006,22.060841502345763,33.369340087581826,2.317315283859849,16,30,86.01874333687759,88.33605862073745
4539,3,31.700873083202737,23.729308506724855,27.807783406318187,4.634630567719698,16,30,83.2379649962458,87.87259556396549
5803,5,32.70160880806656,20.329516348914012,29.820081379146828,4.8619697900782874,36,30,82.8512065361274,87.7131763262057
1918,4,32.47043814606901,22.140829745300643,26.941861969722325,5.892348152309173,39,30,81.55312986109197,87.44547801340116
694,4,31.75426206839284,24.25146506416637,27.28289819718717,3.7892914162759954,16,30,83.28862532974638,87.07791674602238
4362,5,30.750338265648477,24.102404906014762,29.88490764301454,1.6206565966927624,48,60,84.73765081467778,86.35830741137055
4910,4,31.51932600058373,18.04839501572257,26.941861969722325,9.681639568585169,39,30,76.50958298602862,86.1912225546138
610,4,31.41701513234428,22.52733746976079,23.91042883670153,8.16592300207477,45,30,77.8547814388066,86.02070444088137
330,3,30.310483912886827,23.17315283859849,27.807783406318187,4.634630567719698,16,30,81.2914201578035,85.92605072552321
2655,5,28.063289628331873,20.75412837724752,24.990524721002394,11.846999721824092,39,30,73.80794272658179,85.65494244840588
4911,4,30.37495999286838,23.353402998508958,21.636853986935936,9.890050596480348,39,30,75.36521697831327,85.25526757479362
1690,4,31.59511182890925,23.360981581341512,24.327250892491893,5.892348152309173,45,60,79.28334430274266,85.17569245505184
399,4,27.81339899546581,23.114677639283574,26.52503991393197,7.578582832551991,16,30,77.45311654868135,85.03169938123334
4488,4,29.632258875278286,20.473541522139204,25.426145403211926,9.30271042695757,39,30,75.53194580062943,84.83465622758699
1360,4,28.336321210911894,21.652011152601037,26.941861969722325,7.786993860447171,42,30,76.93019433323526,84.71718819368245
2059,5,30.71468382052123,19.58725562762873,29.52836319174213,4.8619697900782874,39,30,79.8303026398921,84.69227242997037
303,5,31.952865460394506,18.50789833423135,29.171818740469725,4.8619697900782874,30,30,79.63258253509558,84.49455232517387
238,5,28.303146804642402,17.869359635134398,33.41793902380476,4.8619697900782874,16,30,79.59044546358156,84.45241525365984
1305,4,28.57125727872101,23.925586002366636,22.735748497655972,8.92378128532997,42,30,75.23259177874363,84.15637306407359
56,4,33.235875012156754,24.531872628970792,24.25146506416637,1.8946457081379977,42,30,82.01921270529392,83.91385841343191
3536,4,30.340856370121895,22.781219994651288,26.941861969722325,3.7892914162759954,36,30,80.0639383344955,83.8532297507715
4561,4,28.96913287742999,21.238978388226954,27.358684025512687,5.892348152309173,45,60,77.56679529116963,83.45914344347881
987,3,27.900476017672585,21.226608000156215,29.661635633406068,4.634630567719698,15,30,78.78871965123487,83.42335021895457
4613,3,30.217791301532433,22.616997170472125,23.17315283859849,7.415408908351517,16,30,76.00794131060304,83.42335021895457
1756,3,28.73470951986213,22.060841502345763,25.02700506568637,7.415408908351517,16,30,75.82255608789426,83.23796499624578
2054,5,30.71468382052123,21.07825969658607,23.693999443648185,7.6332925704229115,39,30,75.48694296075548,83.1202355311784
4513,4,30.913039373979572,21.29960705088737,26.941861969722325,3.7892914162759954,33,30,79.15450839458927,82.94379981086526
3339,4,31.064611030630612,23.160149136278886,24.66828711995673,3.9977024441711757,36,30,78.89304728686623,82.89074973103742
1806,3,28.456631685798946,23.17315283859849,28.73470951986213,2.317315283859849,16,30,80.36449404425957,82.68180932811941
1885,4,26.661454404917905,17.88166619340642,27.775506081303046,9.890050596480348,27,90,72.31862667962737,82.20867727610772
3316,4,28.529575073141974,22.443973058602722,19.70431536463518,11.197356135095568,39,30,70.67786349637987,81.87521963147545
1706,3,28.178553851735764,21.690071056928186,29.661635633406068,2.317315283859849,15,20,79.53026054207001,81.84757582592987
141,6,31.630654052125674,21.856448154896256,23.964778031735875,4.279424648524263,33,30,77.45188023875781,81.73130488728208
1318,5,31.53473605844777,21.201429597934716,23.04573680497108,5.834363748093945,33,30,75.78190246135357,81.61626620944752
2168,5,28.627278123980954,22.09603203930912,29.171818740469725,1.6206565966927624,21,30,79.8951289037598,81.51578550045257
3478,3,28.456631685798946,20.57775972067546,28.73470951986213,3.7077044541757584,16,30,77.76910092633653,81.4768053805123
5987,4,29.50721225854118,21.947575883070567,20.121137420425537,9.32165688403895,36,30,71.57592556203728,80.89758244607623
5050,4,31.561008206162764,23.201831341857922,20.121137420425537,5.892348152309173,39,30,74.88397696844622,80.77632512075539
973,3,27.158935126837427,23.17315283859849,27.807783406318187,2.317315283859849,16,30,78.13987137175411,80.45718665561395
2771,5,30.08586906100444,23.648621058940787,20.160968062857965,6.48262638677105,48,60,73.89545818280318,80.37808456957424
865,4,29.094179494167093,20.700899007115762,25.426145403211926,5.134489869053974,39,30,75.22122390449478,80.35571377354876
1259,3,27.622398183609402,19.836218829840305,27.807783406318187,4.634630567719698,16,30,75.2664004197679,79.9010309874876
3512,3,30.588561746950006,20.57775972067546,24.10007895214243,4.634630567719698,15,30,75.2664004197679,79.9010309874876
1024,4,28.143067348681818,19.605793787811997,23.91042883670153,8.16592300207477,42,30,71.65928997319534,79.82521297527012
1102,4,28.578835861553557,20.750159795527352,28.533364364558246,1.8946457081379977,48,90,77.86236002163916,79.75700572977716
846,3,28.271246463090158,23.265845449952884,23.17315283859849,4.634630567719698,16,30,74.71024475164153,79.34487531936122
971,3,29.476250410697276,21.597378445573792,23.17315283859849,5.098093624491668,16,30,74.24678169486955,79.34487531936122
384,4,29.77625194909677,19.62474024489338,27.775506081303046,1.8946457081379977,27,90,77.17649827529321,79.0711439834312
3314,6,33.088511382389605,22.82645107522842,20.28447283400501,2.852949765682842,33,30,76.19943529162305,79.05238505730588
3656,4,27.63909159031711,21.83010784916601,23.152570553446335,5.892348152309173,33,30,72.62176999292946,78.51411814523864
2811,5,24.04730258172721,18.472243889104107,25.9305055470842,9.90221180579278,27,30,68.45005201791552,78.3522638237083
6705,5,31.016125947506087,21.21439485070826,19.44787916031315,6.660898612407254,45,30,71.67839995852749,78.33929857093474
1983,5,29.064855405088004,21.626041626268222,22.689192353698676,4.8619697900782874,36,30,73.38008938505489,78.24205917513318
4028,3,27.158935126837427,23.265845449952884,20.39237449796667,7.415408908351517,16,20,70.817155074757,78.2325639831085
4587,3,24.656234620268794,20.021604052549097,28.73470951986213,4.634630567719698,16,30,73.41254819268002,78.04717876039972
2834,5,30.82164715590296,22.37478497394028,13.321797224814508,11.52286840248554,39,30,66.51822935465775,78.04109775714328
3309,4,31.072189613463163,20.310601991239338,18.94645708137998,7.578582832551991,16,30,70.32924868608248,77.90783151863447
2052,3,27.34432034954622,19.280063161713944,28.73470951986213,2.317315283859849,15,30,75.35909303112228,77.67640831498214
1731,4,33.05019973275923,23.099520473618465,15.157165665103982,6.271277293936773,48,30,71.30688587148168,77.57816316541846
3005,3,27.25162773819182,22.24622672505455,23.17315283859849,4.634630567719698,15,30,72.67100730184487,77.30563786956456
5883,3,27.715090794963793,14.830817816703034,27.807783406318187,6.951945851579547,16,30,70.35369201798503,77.30563786956456
1538,3,28.64201690850773,20.485067109321065,23.17315283859849,4.634630567719698,16,30,72.30023685642729,76.93486742414699
422,4,25.56634918561414,12.459190176715472,30.049080931068644,8.71537025743479,24,90,68.07462029339825,76.78999055083304
1156,3,23.822001118079246,17.98236660275243,27.807783406318187,6.951945851579547,15,30,69.61215112714986,76.56409697872941
5505,5,29.871942390240996,17.53550437621569,19.44787916031315,9.253949167115675,30,30,66.85532592676984,76.10927509388551
829,4,27.404155522507995,21.720218398094005,23.152570553446335,3.7892914162759954,36,30,72.27694447404834,76.06623589032432
180,3,24.934312454331973,20.948530166093036,23.17315283859849,6.951945851579547,16,30,69.0559954590235,76.00794131060304
2974,4,25.21394508390047,16.47583907796803,24.25146506416637,9.890050596480348,24,30,65.94124922603487,75.83129982251522
2791,3,28.178553851735764,19.836218829840305,23.17315283859849,4.634630567719698,16,30,71.18792552017456,75.82255608789426
1023,5,29.547811070902444,22.893395084881963,19.80442361158556,3.241313193385525,39,30,72.24562976736996,75.48694296075548
772,4,28.279481839667753,17.013918459079218,19.70431536463518,10.458444308921749,30,30,64.99771566338215,75.4561599723039
4237,4,28.49547145039549,22.409869435856237,16.67288223161438,7.786993860447171,42,20,67.5782231178661,75.36521697831328
4476,4,27.377630482594068,20.852470663766805,18.94645708137998,7.9575119741795906,39,30,67.17655822774086,75.13407020192044
245,5,26.977449708547724,16.527455973072794,22.689192353698676,8.281555209100016,27,30,66.19409803531919,74.4756532444192
1519,4,28.279481839667753,21.29960705088737,18.94645708137998,5.892348152309173,33,30,68.5255459719351,74.41789412424428
71,4,29.935402188580365,21.955154465903117,22.394712270191135,0.0,42,30,74.28526892467461,74.28526892467461
2706,4,26.0627463611463,18.30985612344561,24.66828711995673,4.926078841158795,36,30,69.04088960454864,73.96696844570742
346,4,30.155181090724373,16.994972001997837,22.735748497655972,3.7892914162759954,45,30,69.88590159037818,73.67519300665418
1741,4,29.920245022915257,15.952916862521942,15.990809776684703,11.784696304618347,30,60,61.8639716621219,73.64866796674025
5172,3,29.84702085611486,20.485067109321065,18.538522270878794,4.634630567719698,16,30,68.87061023631472,73.50524080403441
4541,4,25.812653127672082,15.801345205870902,21.636853986935936,10.185615326949875,30,30,63.25085232047892,73.4364676474288
341,4,25.69139580235125,20.159030334588298,24.25146506416637,3.0314331330207964,14,20,70.10189120110591,73.13332433412671
2990,4,27.514044973580003,15.323894487420125,23.91042883670153,6.062866266041593,15,30,66.74836829770166,72.81123456374326
4188,5,29.871942390240996,17.79480943168653,17.567917508149545,7.455020344786707,30,60,65.23466933007707,72.68968967486379
5472,4,24.403036720817415,14.550879038499822,31.830047896718362,1.8946457081379977,12,30,70.7839636560356,72.6786093641736
4405,5,28.49762559624553,18.148112569765555,22.689192353698676,3.241313193385525,27,30,69.33493051970976,72.57624371309528
88,5,26.61118131769516,18.255075905147276,22.689192353698676,4.8619697900782874,36,30,67.55544957654111,72.4174193666194
6502,4,28.38558199932348,16.4644712037192,23.569392609236694,3.9977024441711757,45,60,68.41944581227938,72.41714825645056
5818,3,27.6223981836094,19.00198532765076,23.17315283859849,2.317315283859849,15,30,69.79753634985865,72.1148516337185
78,5,26.782970916944592,14.981349579827896,20.160968062857965,10.080484031428982,16,60,61.92528855963046,72.00577259105944
85,4,30.7349426774146,19.950619306693117,15.157165665103982,5.892348152309173,45,30,65.8427276492117,71.73507580152088
1718,4,30.246124084714992,20.52280231055079,15.990809776684703,4.926078841158795,48,60,66.7597361719505,71.68581501310929
4564,3,25.740738173115204,18.070424583539104,23.17315283859849,4.634630567719698,27,30,66.9843155952528,71.61894616297249
5572,3,29.568943022051673,20.114296663903488,19.465448384422732,2.317315283859849,15,20,69.14868807037789,71.46600335423774
2826,3,22.9877676158897,12.235424698780003,31.51548786049395,4.634630567719698,15,30,66.73868017516365,71.37331074288335
2708,4,27.46857347658469,17.029075624744323,20.878995703680737,5.892348152309173,42,30,65.37664480500975,71.26899295731893
1262,4,27.669405921647318,18.434902740182718,18.94645708137998,5.892348152309173,45,30,65.05076574321001,70.94311389551919
1025,4,28.612939484300043,17.67704445692752,17.67704445692752,6.820724549296792,45,45,63.96702839815508,70.78775294745188
3646,3,29.939713467469247,15.757743930246974,25.02700506568637,0.0,16,30,70.72446246340259,70.72446246340259
3959,3,27.529705572255004,19.465448384422732,18.538522270878794,4.634630567719698,15,20,65.53367622755653,70.16830679527624
2403,3,26.23200901329349,13.440428646387124,27.807783406318187,2.317315283859849,16,30,67.4802210659988,69.79753634985865
1712,4,29.89371998300133,20.23860545433009,15.573987720894342,3.9977024441711757,33,30,65.70631315822577,69.70401560239695
4392,4,24.296936561161687,15.392101732913096,27.775506081303046,1.8946457081379977,15,90,67.46454437537783,69.35919008351583
2200,4,28.77587901519991,20.61753459595769,15.990809776684703,3.7892914162759954,33,60,65.38422338784231,69.1735148041183
5254,3,23.265845449952884,16.22120698701894,29.661635633406068,0.0,15,20,69.14868807037789,69.14868807037789
3847,3,27.6223981836094,13.903891703159093,18.538522270878794,9.083875912730608,16,30,60.06481215764728,69.14868807037789
6090,4,29.548894464120213,16.794139556935214,18.94645708137998,3.7892914162759954,36,30,65.2894911024354,69.0787825187114
368,2,22.283713881542987,16.62044958015637,27.085177093588158,3.0778610333622907,15,20,65.98934055528751,69.06720158864981
1218,4,28.294639005332858,19.943040723860562,15.573987720894342,5.134489869053974,39,30,63.81166745008777,68.94615731914175
503,6,29.696354110992708,17.810965387157985,11.725623536956482,9.571646463865935,39,30,59.232943035107176,68.80458949897312
1746,3,20.489701739888787,20.179181491851566,23.17315283859849,4.889535248944282,42,30,63.84203607033884,68.73157131928313
2630,4,29.5829980868667,21.42465366762448,11.784696304618347,5.892348152309173,42,30,62.79234805910953,68.6846962114187
4941,4,21.113931771489845,13.933224537646835,27.358684025512687,5.892348152309173,21,60,62.40584033464937,68.29818848695855
6829,4,25.17226287832144,19.700526073218903,15.157165665103982,8.16592300207477,27,20,60.029954616644325,68.1958776187191
1684,4,24.6417620800428,20.21208041441616,15.157165665103982,8.16592300207477,42,30,60.01100815956294,68.17693116163771
379,3,24.934312454331973,16.59197743243652,19.465448384422732,6.951945851579547,16,20,60.991738271191224,67.94368412277078
3015,3,24.5635420089144,14.460047371285457,24.10007895214243,4.634630567719698,16,30,63.123668332342284,67.75829890006197
1501,3,21.36564691718781,20.591663612378618,23.17315283859849,2.5722199650844324,39,30,65.13046336816491,67.70268333324935
4061,4,25.97180336715567,11.898375047106626,22.735748497655972,7.029135577191972,15,25,60.605926911918274,67.63506248911025
364,3,25.49046812245834,16.128514375664547,18.538522270878794,7.415408908351517,15,20,60.15750476900168,67.5729136773532
1710,3,21.226608000156215,15.572358707538186,21.31930061151061,9.269261135439397,16,30,58.11826731920502,67.38752845464441
4522,4,29.177543905325166,20.310601991239338,15.915023948359181,1.8946457081379977,14,30,65.40316984492368,67.29781555306168
456,3,26.973549904128642,16.962747877854095,13.903891703159093,9.269261135439397,16,30,57.840189485141835,67.10945062058123
5114,5,27.648401539578526,16.49180152794555,19.44787916031315,3.241313193385525,24,30,63.58808222783723,66.82939542122276
687,3,27.529705572255004,19.65083360713152,19.465448384422732,0.0,15,20,66.64598756380926,66.64598756380926
6077,4,28.707671769706938,15.153376373687706,18.94645708137998,3.7892914162759954,27,30,62.80750522477462,66.59679664105062
5460,4,27.46099489375214,19.026032201121772,15.573987720894342,3.9977024441711757,33,30,62.06101481576825,66.05871725993943
291,3,28.085861240381366,19.372755773068338,13.903891703159093,4.634630567719698,16,20,61.362508716608794,65.99713928432848
365,4,28.984290043095086,17.256433109720884,15.915023948359181,3.7892914162759954,42,20,62.15574710117515,65.94503851745115
2478,3,26.880857292774248,13.440428646387124,18.538522270878794,6.951945851579547,16,30,58.859808210040164,65.81175406161971
401,4,22.21661557362616,12.205307651824983,23.569392609236694,7.786993860447171,33,60,57.991315834687846,65.77830969513502
4039,5,27.44419880839524,17.24702750200438,12.9652527735421,8.103282983463812,33,20,57.65647908394172,65.75976206740553
95,4,26.68797944483184,20.03777300926746,15.157165665103982,3.7892914162759954,24,20,61.88291811920328,65.67220953547928
836,4,26.35073250878327,17.821037530746008,15.573987720894342,5.892348152309173,39,30,59.745757760423615,65.6381059127328
1778,4,24.49019042339176,10.272769029524223,27.017647798047847,3.7892914162759954,15,90,61.780607250963826,65.56989866723983
1477,4,20.462173647890374,17.05181137324198,15.157165665103982,12.883590815338385,16,30,52.67115068623634,65.55474150157472
525,3,24.10007895214243,15.01620303941182,24.10007895214243,2.317315283859849,15,20,63.216360943696685,65.53367622755653
3250,4,28.268113965418923,16.3697389183123,11.367874248827986,9.47322854068999,15,20,56.005727132559215,65.4789556732492
3990,3,26.139316401939098,16.128514375664547,18.538522270878794,4.634630567719698,16,30,60.806353048482435,65.44098361620213
3128,3,25.95393117923031,12.050039476071214,25.02700506568637,2.317315283859849,15,20,63.0309757209879,65.34829100484774
4678,4,26.021064155567263,21.466335873203516,11.784696304618347,6.062866266041593,45,30,59.272096333389115,65.33496259943071
1296,3,23.63661589537046,17.98236660275243,16.684670043790913,6.951945851579547,15,30,58.3036525419138,65.25559839349336
4946,4,28.97671146026254,18.991928578375287,11.367874248827986,5.892348152309173,36,20,59.33651428746582,65.22886243977499
5654,4,27.57088434482414,16.78656097410266,15.157165665103982,5.683937124413993,30,20,59.51461098403079,65.19854810844478
968,4,25.46403831737469,17.73388382817166,15.157165665103982,6.820724549296792,16,20,58.35508781065033,65.17581235994712
3937,3,26.41739423600228,18.72390749358758,13.903891703159093,6.025019738035607,15,20,59.04519343274895,65.07021317078457
3620,4,27.604987967570626,16.972236253500185,16.67288223161438,3.7892914162759954,27,20,61.25010645268519,65.03939786896119
6429,2,24.622888266898325,12.06521525078018,18.467166200173743,9.84915530675933,16,30,55.15526971785225,65.00442502461158
862,4,29.76867336626422,21.76190060367304,7.578582832551991,5.892348152309173,39,20,59.10915680248926,65.00150495479843
1772,1,20.0,15.0,20.0,10.0,15,20,55.0,65.0
1421,3,23.914693729433644,16.962747877854095,24.10007895214243,0.0,16,30,64.97752055943016,64.97752055943016
3481,4,26.29768242895541,17.73388382817166,15.157165665103982,5.683937124413993,16,30,59.18873192223104,64.87266904664504
1923,5,30.45537876505039,19.80442361158556,9.723939580156575,4.8619697900782874,30,20,59.98374195679253,64.84571174687082
2383,4,23.645178437562212,17.658097999846138,21.598961072773175,1.8946457081379977,15,20,62.90223751018153,64.79688321831952
1189,4,26.87365472422936,11.367874248827986,18.94645708137998,7.578582832551991,15,30,57.18798605443733,64.76656888698932
4635,4,27.964970652116847,16.67288223161438,15.157165665103982,4.926078841158795,16,30,59.795018548835216,64.72109738999401
4145,4,25.23668083239813,14.778236523476382,22.735748497655972,1.8946457081379977,14,30,62.750665853530485,64.64531156166848
1391,5,28.71803489339575,14.465980782079596,17.21137305687714,4.213707151401183,39,30,60.39538873235248,64.60909588375367
4451,3,29.012787353925308,18.445829659524396,14.830817816703034,2.317315283859849,16,10,62.28943483015273,64.60675011401258
